filename;section;text;light
024.rtf;rights;В пределах своей компетенции сообщать непосредственному руководителю о всех недостатках в деятельности предприятия (структурного подразделения, отдельных работников), выявленных в процессе исполнения своих должностных прав и обязанностей и вносить предложения по их устранению.;False
024.rtf;rights;Запрашивать лично или по поручению руководителя от работников подразделений предприятия информацию и документы, необходимые для выполнения его должностных обязанностей.;False
024.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя).;False
024.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении своих должностных обязанностей и прав.;False
024.rtf;respons;Бухгалтер-ревизор несет ответственность:;True
024.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
024.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
024.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
025.rtf;common;Бухгалтер относится к категории специалистов.;False
025.rtf;common;На должность:;False
025.rtf;common;"- бухгалтера назначается лицо назначается лицо имеющее среднее профессиональное (экономическое) образование без предъявления требований к стажу работы или специальную подготовку по установленной программе и стаж работы по учету и контролю не менее лет;";False
025.rtf;common;"- бухгалтера II категории - лицо, имеющее высшее профессиональное (экономическое) образование без предъявления требований к стажу работы или среднее профессиональное (экономическое) образование и стаж работы в должности бухгалтера не менее лет;";False
025.rtf;common;- бухгалтера I категории - лицо, имеющее высшее профессиональное (экономическое) образование и стаж работы в ложности бухгалтера II категории не менее лет.;False
025.rtf;common;Назначение на должность бухгалтера и освобождение от нее производится приказом директора предприятия по представлению главного бухгалтера.;False
025.rtf;common;Бухгалтер должен знать:;True
025.rtf;common;Законодательные акты, постановления, распоряжения, приказы, другие руководящие, методические и нормативные материалы по организации бухгалтерского учета имущества, обязательств и хозяйственных операций и составлению отчетности.;False
025.rtf;common;Формы и методы бухгалтерского учета на предприятии.;False
025.rtf;common;План и корреспонденцию счетов.;False
025.rtf;common;Организацию документооборота по участкам бухгалтерского учета.;False
025.rtf;common;Порядок документального оформления и отражения на счетах бухгалтерского учета операций, связанных с движением основных средств, товарно-материальных ценностей и денежных средств.;False
025.rtf;common;Методы экономического анализа хозяйственно-финансовой деятельности предприятия.;False
025.rtf;common;Правила эксплуатации вычислительной техники.;False
025.rtf;common;Основы экономики, организации труда и управления.;False
025.rtf;common;. Рыночные методы хозяйствования.;False
025.rtf;common;. Законодательство о труде.;False
025.rtf;common;. Правила внутреннего трудового распорядка.;False
025.rtf;common;. Правила и нормы охраны труда.;False
025.rtf;common;.;False
025.rtf;common;Бухгалтер в своей работе руководствуется:;False
025.rtf;common;Положением о бухгалтерии организации.;False
025.rtf;common;Настоящей должностной инструкцией.;False
025.rtf;common;Бухгалтер подчиняется непосредственно главному бухгалтеру организации или руководителю соответствующего структурного подразделения главной бухгалтерии.;True
025.rtf;common;На время отсутствия бухгалтера (отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке, которое приобретает соответствующие права и несет ответственность за качество и своевременность выполнения возложенных на него обязанностей.;True
025.rtf;tasks;Бухгалтер:;True
025.rtf;tasks;"Выполняет работу по ведению бухгалтерского учета имущества, обязательств и хозяйственных операций (учет основных средств, товарно-материальных ценностей, затрат на производство, реализации продукции, результатов хозяйственно-финансовой деятельности; расчеты с поставщиками и заказчиками, за предоставленные услуги и т.п.).";True
025.rtf;tasks;Участвует в разработке и осуществлении мероприятий, направленных на соблюдение финансовой дисциплины и рациональное использование ресурсов.;True
025.rtf;tasks;Осуществляет прием и контроль первичной документации по соответствующим участкам бухгалтерского учета и подготавливает их к счетной обработке.;True
025.rtf;tasks;Отражает на счетах бухгалтерского учета операции, связанные с движением основных средств, товарно-материальных ценностей и денежных средств.;True
025.rtf;tasks;Составляет отчетные калькуляции себестоимости продукции (работ, услуг), выявляет источники образования потерь и непроизводительных расходов, подготавливает предложения по их предупреждению.;False
025.rtf;tasks;Производит начисление и перечисление налогов и сборов в федеральный, региональный и местный бюджеты, стразовых взносов в государственные внебюджетные социальные фонды, платежей в банковские учреждения, средств на финансирование капитальных вложений, заработной платы рабочих и служащих, других выплат и платежей, а также отчисление средств на материальное стимулирование работников предприятия.;True
025.rtf;tasks;Участвует:;True
025.rtf;tasks;В проведении экономического анализа хозяйственно-финансовой деятельности организации по данным бухгалтерского учета и отчетности в целях выявления внутрихозяйственных резервов, осуществления режима экономии и мероприятий по совершенствованию документооборота.;True
025.rtf;tasks;В разработке и внедрении прогрессивных форм и методов бухгалтерского учета на основе применения современных средств вычислительной техники.;True
025.rtf;tasks;В проведении инвентаризаций денежных средств, товарно-материальных ценностей, расчетов и платежных обязательств.;True
025.rtf;tasks;Обеспечивает руководителей, кредиторов, инвесторов, аудиторов и других пользователей бухгалтерской отчетности сопоставимой и достоверной бухгалтерской информацией по соответствующим направлениям (участкам) учета.;True
025.rtf;tasks;Разрабатывает рабочий план счетов, формы первичных документов, применяемые для оформления хозяйственных операций, по которым не предусмотрены типовые формы, а также формы документов для внутренней бухгалтерской отчетности, участвует в определении содержания основных приемов и методов ведения учета и технологии обработки бухгалтерской информации.;True
025.rtf;tasks;. Подготавливает данные по соответствующим участкам бухгалтерского учета для составления отчетности, следит за сохранностью бухгалтерских документов, оформляет их в соответствии с установленным порядком для передачи в архив.;True
025.rtf;tasks;. Выполняет работы по формированию, ведению и хранению базы данных бухгалтерской информации, вносит изменения в справочную и нормативную информацию, используемую при обработке данных.;True
025.rtf;tasks;. Участвует в формулировании экономической постановки задач либо отдельных их этапов, решаемых с помощью вычислительной техники, определяет возможность использования готовых проектов, алгоритмов, пакетов прикладных программ, позволяющих создавать экономически обоснованные системы обработки экономической информации.;True
025.rtf;tasks;. Выполняет отдельные служебные поручения своего непосредственного руководителя.;True
025.rtf;rights;Бухгалтер вправе:;True
025.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающимися его деятельности.;False
025.rtf;rights;Вносить предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;False
025.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению.;False
025.rtf;rights;Запрашивать лично или по поручению главного бухгалтера от руководителей подразделений и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;False
025.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя).;False
025.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении своих должностных обязанностей и прав.;False
025.rtf;respons;Бухгалтер несет ответственность:;True
025.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
025.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
025.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
026.rtf;common;На должность ведущего научного сотрудника назначается лицо, имеющее ученую степень доктора или кандидата наук, научные труды или авторские свидетельства на изобретения, а также реализованные на практике крупные проекты и разработки.;False
026.rtf;common;Назначение на должность и освобождение от нее производится приказом;False
026.rtf;common;директора организации по представлению;False
026.rtf;common;Ведущий научный сотрудник должен знать:;True
026.rtf;common;Научные проблемы по соответствующей области знаний, науки и техники, направления развития отрасли экономики, руководящие материалы вышестоящих и других органов, отечественные и зарубежные достижения по этим вопросам.;False
026.rtf;common;Новейшие методы, средства и практику планирования, организации, проведения и внедрения научных исследований и разработок (оценки, патентно-информационного обеспечения, выпуска научно-технической документации и т.п.).;False
026.rtf;common;Формы экономического стимулирования и материального поощрения работников.;False
026.rtf;common;Действующее законодательство.;False
026.rtf;common;Организацию производства, труда и управления.;False
026.rtf;common;Правила и нормы охраны труда.;False
026.rtf;common;Ведущий научный сотрудник подчиняется непосредственно;True
026.rtf;tasks;Ведущий научный сотрудник:;True
026.rtf;tasks;Осуществляет научное  руководство проведением исследований по отдельным проблемам (темам, заданиям) науки и техники и возглавляет группу занятых ими работников или является ответственным исполнителем отдельных заданий научно- технических программ.;True
026.rtf;tasks;Разрабатывает научно- технические решения по наиболее сложным проблемам, методы проведения исследований и разработок, выбирает необходимые для этого средства.;True
026.rtf;tasks;Обосновывает направления новых исследований и разработок и методы их выполнения, вносит предложения для включения в планы научно-исследовательских работ.;True
026.rtf;tasks;Организует составление программы работ, координирует деятельность соисполнителей при совместном их выполнении с другими учреждениями (организациями), обобщает полученные результаты.;False
026.rtf;tasks;Определяет сферу применения  результатов научных исследований и разработок и организует практическую реализацию этих результатов.;True
026.rtf;tasks;Осуществляет подготовку научных кадров и участвует  в повышении квалификации.;True
026.rtf;rights;Ведущий научный сотрудник вправе:;True
026.rtf;rights;Знакомиться с проектами решений руководства организации, касающихся его деятельности.;False
026.rtf;rights;"По вопросам, находящимся в его компетенции вносить на рассмотрение руководства организации предложения по улучшению деятельности организации и совершенствованию методов работы; замечания по деятельности сотрудников организации; варианты устранения имеющихся в деятельности организации недостатков.";False
026.rtf;rights;Запрашивать лично или по поручению руководства организации от руководителей подразделений и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;False
026.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя).;False
026.rtf;rights;Требовать от руководства организации оказания содействия в исполнении им его должностных обязанностей и прав.;False
026.rtf;respons;Ведущий научный сотрудник несет ответственность в случаях:;True
026.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
026.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
026.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
027.rtf;common;. Ведущий специалист банка назначается на должность и освобождается от нее;False
027.rtf;common;приказом;False
027.rtf;common;по представлению;False
027.rtf;common;"(руководителя структурного подразделения; иного";False
027.rtf;common;должностного лица);False
027.rtf;common;На должность ведущего специалиста банка назначается лицо, имеющее высшее профессиональное образование по профилю работы со специализацией по конкретному направлению деятельности структурного подразделения, стаж финансово-банковской или аналогичной работы не менее лет.;False
027.rtf;common;Ведущий специалист банка должен знать:;True
027.rtf;common;Законы, иные нормативные правовые акты Российской Федерации, относящиеся к деятельности банка.;False
027.rtf;common;Приказы, ведомственные инструкции и нормативные документы, касающиеся деятельности структурного подразделения.;False
027.rtf;common;Основы экономики.;False
027.rtf;common;Перспективы развития финансово-банковской системы и стратегические направления деятельности банка.;False
027.rtf;common;Основы научной организации труда.;False
027.rtf;common;Правила и нормы охраны труда, техники безопасности и противопожарной защиты.;False
027.rtf;common;Ведущий специалист банка подчиняется непосредственно;False
027.rtf;common;(руководителю;False
027.rtf;common;"структурного подразделения; иному должностному лицу)";False
027.rtf;common;На время отсутствия ведущего специалиста банка (командировка, отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке.;True
027.rtf;tasks;Ведущий специалист банка:;True
027.rtf;tasks;Выполняет наиболее сложные работы, в том числе требующие значительной аналитической деятельности, и отвечает за состояние дел по одному из основных направлений деятельности структурного подразделения.;True
027.rtf;tasks;Принимает участие в разработке нормативных, методических и инструктивных материалов, а также справок и различных информационных материалов, относящихся к работе структурного подразделения систематически анализирует состояние работы структурного подразделения по закрепленному за ним направлению деятельности и готовит предложения по ее улучшению.;True
027.rtf;tasks;Способствует внедрению в работу структурного подразделения наиболее прогрессивных и эффективных методов работы.;True
027.rtf;tasks;Обобщает и анализирует в пределах своей компетенции итоги работы филиалов банка, готовит предложения по ее улучшению.;True
027.rtf;tasks;При необходимости консультирует специалистов банка (его филиалов) и клиентов по оформлению денежных операций (документов).;True
027.rtf;tasks;Разъясняет порядок применения действующих правил, инструкций и иных документов нормативного характера, непосредственно связанных с деятельностью структурного подразделения.;True
027.rtf;tasks;Принимает участие в проверках деятельности филиалов банка, осуществляет контроль за своевременным устранением выявленных недостатков, а также оказывает необходимую практическую помощь соответствующим структурным подразделениям в пределах своей компетенции.;True
027.rtf;rights;Ведущий специалист банка вправе:;True
027.rtf;rights;Знакомиться с проектами решений руководства банка, касающихся его деятельности.;False
027.rtf;rights;Запрашивать лично или по поручению руководства организации от руководителей структурных подразделений и иных специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;False
027.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководства).;False
027.rtf;rights;Требовать от руководства оказания содействия в исполнении им его должностных обязанностей и прав. Ведущий специалист банка вправе:;False
027.rtf;rights;Требовать от руководства оказания содействия в исполнении им его должностных обязанностей и прав.;False
027.rtf;respons;Ведущий специалист банка несет ответственность:;True
027.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
027.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
027.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
028.rtf;common;Ветеринарный фельдшер относится к категории специалистов.;False
028.rtf;common;На должность ветеринарного фельдшера назначается лицо, имеющее среднее;False
028.rtf;common;ветеринарное образование;False
028.rtf;common;(без предъявления требований к;False
028.rtf;common;"стажу работы;стаж работы по профилю (в должности зоотехника) не менее лет)";False
028.rtf;common;Назначение на должность ветеринарного фельдшера и освобождение от нее;False
028.rtf;common;производится приказом директора организации по представлению;False
028.rtf;common;Ветеринарный фельдшер должен знать:;True
028.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся вопросов сельскохозяйственного производства и производственно-хозяйственной деятельности отделения (фермы, сельскохозяйственного участка).;False
028.rtf;common;Причины, механизмы развития, клинические проявления, методы диагностики, осложнения, принципы лечения и профилактики болезней животных.;False
028.rtf;common;Правила техники безопасности при работе с медицинскими инструментами и оборудованием.;False
028.rtf;common;Основы экономики, организации производства, труда и управления, системы оплаты труда, материального и морального стимулирования, методы нормирования труда.;False
028.rtf;common;Законодательство о труде.;False
028.rtf;common;Основы экономики, организации труда, сельскохозяйственного производства и управления.;False
028.rtf;common;Правила внутреннего трудового распорядка.;False
028.rtf;common;Правила охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
028.rtf;common;Ветеринарный фельдшер подчиняется непосредственно;False
028.rtf;common;"(зоотехнику; ветеринарному врачу)";False
028.rtf;common;На время отсутствия ветеринарного фельдшера (командировка, отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее выполнение возложенных на него обязанностей.;True
028.rtf;tasks;Ветеринарный фельдшер:;True
028.rtf;tasks;Под руководством ветеринарного врача, зоотехника оказывает лечебную и профилактическую помощь животным, проводит осмотры.;True
028.rtf;tasks;Осуществляет подготовку инструменты и материалы, используемые для лечения животных, обеспечивает содержание их в надлежащем состоянии.;True
028.rtf;tasks;Консультирует по вопросам лечения животных, профилактики их заболеваний, санитарным нормам их содержания.;True
028.rtf;tasks;Осуществляет контроль за санитарным состоянием помещений, кормов и оборудования, проведением их санитарной обработки.;True
028.rtf;tasks;Организует подготовку животных к осмотру и лечению.;True
028.rtf;tasks;Осуществляет обслуживание животных, находящихся на карантине, в изоляторе, на стационарном лечении.;True
028.rtf;tasks;Выполняет технические обязанности по искусственному осеменению животных.;True
028.rtf;tasks;Руководит работниками.;True
028.rtf;rights;Ветеринарный фельдшер вправе:;True
028.rtf;rights;Знакомиться с проектами решений руководства организации, касающихся его деятельности.;False
028.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;False
028.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе осуществления должностных обязанностей недостатках в деятельности предприятия (его структурных подразделениях) и вносить предложения по их устранению.;False
028.rtf;rights;Запрашивать лично или по поручению руководства организации от подразделений организации и иных специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;False
028.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя организации).;False
028.rtf;rights;Требовать от руководства организации оказания содействия в исполнении им его должностных обязанностей и прав.;False
028.rtf;respons;Ветеринарный фельдшер несет ответственность:;True
028.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
028.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
028.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
029.rtf;common;Ветеринарный врач относится к категории специалистов.;False
029.rtf;common;На должность ветеринарного врача назначается лицо, имеющее высшее профессиональное (ветеринарное) образование и стаж работы по профилю не менее лет.;False
029.rtf;common;Назначение на должность ветеринарного врача и освобождение от нее;False
029.rtf;common;производится приказом;False
029.rtf;common;"(заведующего ветеринарной клиникой; иного";False
029.rtf;common;руководителя;False
029.rtf;common;Ветеринарный врач должен знать:;True
029.rtf;common;Конституцию Российской Федерации.;False
029.rtf;common;"Закон РФ от . № -I ""О ветеринарии"", Закон РФ от . № - I ""О защите прав потребителей"", иные законы; Правила оказания платных ветеринарных услуг, Положение о лицензировании ветеринарной деятельности и иные нормативные правовые акты по вопросам осуществления ветеринарной деятельности.";False
029.rtf;common;Порядок осмотра животных.;False
029.rtf;common;Причины, механизмы развития, клинические проявления, методы диагностики, осложнения, принципы лечения и профилактики болезней животных.;False
029.rtf;common;Список ветеринарных препаратов и средств по уходу за животными, прошедших регистрацию в Департаменте ветеринарии и процедуры стандартизации и сертификации ветеринарных препаратов и разрешенных к использованию на территории Российской Федерации.;False
029.rtf;common;Правила техники безопасности при работе с медицинскими инструментами и оборудованием.;False
029.rtf;common;Основы экономики, организации производства, труда и управления, системы оплаты труда, материального и морального стимулирования, методы нормирования труда.;False
029.rtf;common;Законодательство о труде и охране труда Российской Федерации.;False
029.rtf;common;Правила внутреннего трудового распорядка.;False
029.rtf;common;. Правила охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
029.rtf;common;Ветеринарный врач подчиняется непосредственно;False
029.rtf;common;(заведующему;False
029.rtf;common;"ветеринарной клиникой; иному должностному лицу)";False
029.rtf;common;"На время отсутствия ветеринарного врача (отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке.ветеринарной клиникой; иному должностному лицу)";True
029.rtf;tasks;Ветеринарный врач:;True
029.rtf;tasks;Проводит осмотр животных и диагностирование их болезней и повреждений.;True
029.rtf;tasks;Осуществляет исследование причин возникновения, процессов протекания болезней животных, разработку методов их лечения и профилактики.;True
029.rtf;tasks;Осуществляет терапевтическое и хирургическое лечение животных.;True
029.rtf;tasks;Применяет лекарственные средства при лечении животных, высокоэффективные ветеринарные препараты и методы ветеринарного воздействия.;True
