filename;section;text;light
007.rtf;tasks;. Рассматривает поступающие от клиентов жалобы и претензии по спорным вопросам исчисления и уплаты страховых взносов, выплат страхового возмещения при наступлении страхового случая в соответствии с условиями договора.;True
007.rtf;tasks;. Устанавливает причины нарушений страховых договоров и принимает меры по их предупреждению и устранению.;True
007.rtf;tasks;. Исследует неосвоенные виды страховых услуг и перспективы их развития с целью применения в своей практике и при создании страховых органов и служб.;True
007.rtf;tasks;. Своевременно и в соответствии с установленными требованиями оформляет необходимую документацию, ведет учет и обеспечивает хранение документов,  связанных с заключением договоров страхования.;True
007.rtf;tasks;. Осуществляет взаимодействие с другими страховыми агентами.;False
007.rtf;rights;Страховой агент имеет право:;False
007.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающихся его деятельности.;False
007.rtf;rights;Запрашивать лично или по поручению непосредственного руководителя от руководителей подразделений предприятия и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;False
007.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;False
007.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению.;False
007.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав.;False
007.rtf;respons;Страховой агент несет ответственность:;False
007.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
007.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
007.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
008.rtf;common;Агент относится к категории технических исполнителей.;False
008.rtf;common;На должность агента назначается лицо, имеющее начальное профессиональное образование без предъявления требований к стажу работы или среднее (полное) общее образование и специальная подготовка по установленной программе без предъявления требований к стажу работы.;False
008.rtf;common;Назначение на должность агента и освобождение от нее производится приказом директора предприятия.;True
008.rtf;common;Агент должен знать:;False
008.rtf;common;Нормативные правовые акты, положения, инструкции, другие руководящие материалы и документы, касающиеся вопросов использования материальных ресурсов.;False
008.rtf;common;Основы организации материально-технического обеспечения и погрузочно-разгрузочных работ.;False
008.rtf;common;Правила и порядок приема и отправки грузов, заказа контейнеров и транспортных средств, оформления документов на получаемые и отправляемые грузы.;False
008.rtf;common;Номенклатуру и нормы расхода сырья, материалов и других товарно-материальных ценностей, условия их хранения и транспортировки.;False
008.rtf;common;Основы организации труда.;False
008.rtf;common;Основы законодательства о труде.;False
008.rtf;common;Правила внутреннего трудового распорядка.;False
008.rtf;common;Правила и нормы охраны труда.;False
008.rtf;common;Агент подчиняется непосредственно;False
008.rtf;common;На время отсутствия агента (отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее их исполнение.;False
008.rtf;tasks;Агент:;True
008.rtf;tasks;Получает по нарядам, заявкам и другим документам товарно-материальные ценности (сырье, материалы, оборудование, комплектующие изделия, инвентарь, канцелярские принадлежности и т.п.). оформляет документацию на получаемые и отправляемые грузы, заказывает контейнеры и транспортные средства для их доставки.;True
008.rtf;tasks;В соответствии с устраненным порядком выполняет работу по закупке товарно-материальных ценностей.;True
008.rtf;tasks;Отправляет грузы в адрес предприятий или сопровождает их в пути следования, обеспечивает сохранность и сопровождает их в пути следования, обеспечивает сохранность и содействует своевременной их доставке.;True
008.rtf;tasks;Следит за соблюдением требований охраны труда при проведении погрузочно-разгрузочных работ.;True
008.rtf;tasks;Принимает меры по повышению эффективности использования материальных ресурсов, снижению затрат, связанных с их приобретением, доставкой и хранением.;False
008.rtf;rights;Агент имеет право:;False
008.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающихся его деятельности.;False
008.rtf;rights;Запрашивать лично или по поручению непосредственного руководителя от руководителей подразделений предприятия и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;False
008.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;False
008.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению.;False
008.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав.;False
008.rtf;respons;Агент несет ответственность:;False
008.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
008.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
008.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
009.rtf;common;Агроном относится к категории специалистов.;False
009.rtf;common;На должность агронома назначается лицо, имеющее;False
009.rtf;common;"(высшее; среднее";False
009.rtf;common;агрономическое образование;False
009.rtf;common;(без предъявления требований к;False
009.rtf;common;"стажу работы;стаж работы по профилю не менее лет)";False
009.rtf;common;Назначение на должность агронома и освобождение от нее производится;False
009.rtf;common;приказом директора организации по представлению;False
009.rtf;common;Агроном должен знать:;False
009.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся вопросов сельскохозяйственного производства и производственно-хозяйственной деятельности отделения (фермы, сельскохозяйственного участка).;False
009.rtf;common;Технологию сельскохозяйственного производства и передовой сельскохозяйственный опыт.;False
009.rtf;common;Методы проведения научных исследований в области агрономии.;False
009.rtf;common;Методы возделывания полевых, садовых, огородных культур.;False
009.rtf;common;Основы экономики, организации производства, труда и управления, системы оплаты труда, материального и морального стимулирования, методы нормирования труда.;False
009.rtf;common;Основы земельного законодательства.;False
009.rtf;common;Законодательство о труде.;False
009.rtf;common;Основы экономики, организации труда, сельскохозяйственного производства и управления.;False
009.rtf;common;Правила внутреннего трудового распорядка.;False
009.rtf;common;. Правила охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
009.rtf;common;Агроном подчиняется непосредственно;False
009.rtf;common;(управляющему отделением;False
009.rtf;common;(фермой,(управляющему отделением (фермой,;False
009.rtf;common;На время отсутствия агронома (командировка, отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее выполнение возложенных на него обязанностей.;False
009.rtf;tasks;Агроном:;True
009.rtf;tasks;Проводит научные исследования в области агрономии.;True
009.rtf;tasks;Изучает и внедряет и внедряет передовые методы возделывания полевых, садовых, огородных культур.;True
009.rtf;tasks;Разрабатывает и внедряет технологии по борьбе с вредителями, болезнями растений и сорняками.;True
009.rtf;tasks;Разрабатывает агротехнические мероприятия, направленные на повышение плодородия почв и увеличения урожайности сельскохозяйственных культур.;True
009.rtf;tasks;Разрабатывает производственные планы, виды и количества посадочных культур.;True
009.rtf;tasks;Ведет переговоры и готовит проекты договоров на приобретение семян растений, саженцев и удобрений.;True
009.rtf;tasks;Организует работу по выращиванию высококачественных сортовых семян и посадочного материала, созданию семенных фондов.;True
009.rtf;tasks;Организует работу по подготовке почвы к посеву и посадке.;True
009.rtf;tasks;Разрабатывает мероприятия по приготовлению и внесению удобрений в почву.;True
009.rtf;tasks;. Осуществляет контроль за подготовкой семян и посадочного материала.;True
009.rtf;tasks;. Организует работы по посеву полевых культур.;True
009.rtf;tasks;. Разрабатывает планы (календарные графики по уходу за посевами.;True
009.rtf;tasks;. Контролирует выполнение работ по сбору, транспортировке к местам хранения и хранению собранного урожая.;True
009.rtf;tasks;. Подготавливает научную документацию и отчеты.;True
009.rtf;tasks;. Выполняет родственные по содержанию обязанности.;True
009.rtf;tasks;. Осуществляет руководство работниками.;False
009.rtf;rights;Агроном вправе:;True
009.rtf;rights;Знакомиться с проектами решений руководства организации, касающихся его деятельности.;True
009.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;True
009.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе осуществления должностных обязанностей недостатках в деятельности предприятия (его структурных подразделениях) и вносить предложения по их устранению.;True
009.rtf;rights;Запрашивать лично или по поручению руководства организации от подразделений организации и иных специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;True
009.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя организации).;True
009.rtf;rights;Требовать от руководства организации оказания содействия в исполнении им его должностных обязанностей и прав.;False
009.rtf;respons;Агроном несет ответственность:;True
009.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;True
009.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;True
009.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
010.rtf;common;Агролесомелиоратор относится к категории специалистов.;False
010.rtf;common;На должность агролесомелиоратора назначается лицо, имеющее;False
010.rtf;common;"(высшее; среднее";False
010.rtf;common;профессиональное образование по профилю выполняемой работ;False
010.rtf;common;(без предъявления требований к;False
010.rtf;common;"стажу работы;стаж работы по профилю не менее лет)";False
010.rtf;common;Назначение на должность агролесомелиоратора и освобождение от нее;False
010.rtf;common;производится приказом директора организации по представлению;False
010.rtf;common;Агролесомелиоратор должен знать:;False
010.rtf;common;Приказы, распоряжения и другие руководящие документы по вопросам защитного лесоразведения.;False
010.rtf;common;Агротехнику, технологию проведения лесомелиоративных работ.;False
010.rtf;common;Требования к размещению и конструкции лесных полос.;False
010.rtf;common;Достижения науки и передовой опыт в области защитного лесоразведения.;False
010.rtf;common;Научные основы экономики, организации производства, труда и управления.;False
010.rtf;common;Законодательство о труде.;False
010.rtf;common;Основы экономики, организации труда, сельскохозяйственного производства и управления.;False
010.rtf;common;Правила внутреннего трудового распорядка.;False
010.rtf;common;Правила охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
010.rtf;common;Агролесомелиоратор подчиняется непосредственно;False
010.rtf;common;(управляющему;False
010.rtf;common;"отделением (фермой, сельскохозяйственным участком); иному должностному лицу)";False
010.rtf;common;На время отсутствия агролесомелиоратора (командировка, отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее выполнение возложенных на него обязанностей.;False
010.rtf;tasks;Агролесомелиоратор:;True
010.rtf;tasks;Организует и руководит работами по закладке и выращиванию защитных лесонасаждений и ведению хозяйства в них.;True
010.rtf;tasks;Обеспечивает разработку и внедрение передовой технологии агролесомелиоративных работ, направленной на снижение материальных и трудовых затрат, улучшение качества работ, повышение приживаемости, долговечности насаждений, их мелиоративной эффективности, гарантирующей в комплексе с другими противоэрозионными мероприятиями защиту почв и сельскохозяйственных угодий от неблагоприятных явлений, повышение эффективности всех агрономических мероприятий, получение высоких и устойчивых урожаев.;True
010.rtf;tasks;Разрабатывает годовые перспективные планы проведения лесомелиоративных работ.;True
010.rtf;tasks;Организует работы по агролесомелиоративному проектированию.;True
010.rtf;tasks;Осуществляет техническую приемку выполненных лесомелиоративных работ.;True
010.rtf;tasks;Организует проведение инвентаризации и обследований защитных лесонасаждений и осуществляет намеченные по их результатам мероприятия.;True
010.rtf;tasks;Организует лесокультурные, лесохозяйственные и лесоосушительные работы, строительство простейших гидротехнических сооружений и террасирование крутосклонов.;True
010.rtf;tasks;Организует и руководит работами по охране и защите леса и защитных лесонасаждений.;True
010.rtf;tasks;Участвует в разработке и внедряет мероприятия по научной организации труда, технически обоснованные нормы выработки.;True
010.rtf;tasks;. Ведет необходимый оперативный учет и статистическую отчетность.;True
010.rtf;tasks;. Обеспечивает эффективное применение действующих условий оплаты труда.;True
010.rtf;tasks;. Контролирует соблюдение работниками производственной и трудовой дисциплины, правил охраны природы и труда, техники безопасности, производственной санитарии и противопожарной защиты.;True
010.rtf;tasks;. Проводит работу по повышению квалификации кадров, воспитательную работу в коллективе.;False
010.rtf;rights;Агролесомелиоратор вправе:;True
010.rtf;rights;Знакомиться с проектами решений руководства организации, касающихся его деятельности.;True
010.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;True
010.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе осуществления должностных обязанностей недостатках в деятельности предприятия (его структурных подразделениях) и вносить предложения по их устранению.;True
010.rtf;rights;Запрашивать лично или по поручению руководства организации от подразделений организации и иных специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;True
010.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя организации).;True
010.rtf;rights;Требовать от руководства организации оказания содействия в исполнении им его должностных обязанностей и прав.;False
010.rtf;respons;Агролесомелиоратор несет ответственность:;True
010.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;True
010.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;True
010.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
011.rtf;common;"Агрохимик относится к категории специалистов;";False
011.rtf;common;На должность агрохимика назначается лицо, имеющее;False
011.rtf;common;"(высшее; среднее";False
011.rtf;common;профессиональное образование;False
011.rtf;common;(без предъявления требований к;False
011.rtf;common;"стажу работы;стаж работы по профилю не менее лет)";False
011.rtf;common;Назначение на должность агрохимика и освобождение от нее производится;False
011.rtf;common;приказом директора организации по представлению;False
011.rtf;common;Агрохимик должен знать:;False
011.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся вопросов сельскохозяйственного производства и производственно-хозяйственной деятельности отделения (фермы, сельскохозяйственного участка).;False
011.rtf;common;Технологию сельскохозяйственного производства и передовой сельскохозяйственный опыт.;False
011.rtf;common;Методы проведения научных исследований в области агрохимии.;False
011.rtf;common;Основы экономики, организации производства, труда и управления, системы оплаты труда, материального и морального стимулирования, методы нормирования труда.;False
011.rtf;common;Основы земельного законодательства.;False
011.rtf;common;Законодательство о труде.;False
011.rtf;common;Основы экономики, организации труда, сельскохозяйственного производства и управления.;False
011.rtf;common;Правила внутреннего трудового распорядка.;False
011.rtf;common;Правила охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
011.rtf;common;Агрохимик подчиняется непосредственно;False
011.rtf;common;(управляющему отделением;False
011.rtf;common;"(фермой,сельскохозяйственным участком); иному должностному лицу)";False
011.rtf;common;На время отсутствия агрохимика (командировка, отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее выполнение возложенных на него обязанностей.;False
011.rtf;tasks;Агрохимик:;True
011.rtf;tasks;Осуществляет подготовку и оборудования для проведения экспериментов, испытаний и анализа.;True
011.rtf;tasks;Организует сбор и подготовку образцов растительных и животных клеток и тканей для проведения экспериментов, испытаний и анализа.;True
011.rtf;tasks;Проводит эксперименты, испытания и анализ в своей области специализации.;True
011.rtf;tasks;Проводит анализ образцов семян на качество, чистоту и скорость прорастания.;True
011.rtf;tasks;Осуществляет контроль за энтофитопатологическим состоянием семенного и посадочного материала, проведением работ по борьбе с вредителями и болезнями сельскохозяйственных растений.;True
011.rtf;tasks;Организует сбор данных для проведения исследований и практических работ, определяет объемы, материальные и трудовые затраты на их осуществление.;True
011.rtf;tasks;Организует обслуживание и ремонт специального оборудования.;True
011.rtf;tasks;Проводит обследования сельскохозяйственных угодий для выявления площади и степени заражения вредителями или болезнями, работы по применению химических, биологических и других средств защиты.;True
011.rtf;tasks;Выполняет родственные по содержанию обязанности.;True
011.rtf;tasks;. Осуществляет руководство работниками.;False
011.rtf;rights;Агрохимик вправе:;True
011.rtf;rights;Знакомиться с проектами решений руководства организации, касающихся его деятельности.;True
011.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;True
011.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе осуществления должностных обязанностей недостатках в деятельности предприятия (его структурных подразделениях) и вносить предложения по их устранению.;True
011.rtf;rights;Запрашивать лично или по поручению руководства организации от подразделений организации и иных специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;True
011.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя организации).;True
011.rtf;rights;Требовать от руководства организации оказания содействия в исполнении им его должностных обязанностей и прав.;False
011.rtf;respons;Агрохимик несет ответственность:;True
011.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;True
011.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;True
011.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
012.rtf;common;Администратор баз данных относится к категории специалистов.;False
012.rtf;common;На должность администратора баз данных назначается лицо, имеющее высшее математическое, экономическое или техническое образование и практику работы на персональных компьютерах не менее х лет.;False
012.rtf;common;Назначение на должность администратора баз данных и освобождение от нее производится приказом директора предприятия по представлению;False
012.rtf;common;(начальника отдела информатизации);False
012.rtf;common;Администратор баз данных должен знать:;False
012.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся методов программирования и использования вычислительной техники при обработке информации.;False
012.rtf;common;Технико-эксплуатационные характеристики, конструктивные особенности, назначение и режимы работы оборудования, правила его технической эксплуатации.;False
012.rtf;common;Технологию механизированной обработки информации.;False
012.rtf;common;Виды технических носителей информации.;False
012.rtf;common;Методы классификации и кодирования информации.;False
012.rtf;common;Нормализованные языки программирования.;False
012.rtf;common;Действующие стандарты, системы счислений, шифров и кодов.;False
012.rtf;common;Методы программирования.;False
012.rtf;common;Порядок оформления технической документации.;False
012.rtf;common;. Передовой отечественный и зарубежный опыт программирования и использования вычислительной техники.;False
012.rtf;common;. Основы экономики, организации труда и управления.;False
012.rtf;common;. Законодательство о труде и охране труда Российской Федерации.;False
012.rtf;common;. Правила внутреннего трудового распорядка.;False
012.rtf;common;. Правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
012.rtf;common;Администратор баз данных подчиняется непосредственно начальнику отдела информатизации.;True
012.rtf;common;На время отсутствия администратора баз данных (отпуск, болезнь, командировка, пр.) его обязанности исполняет лицо, назначенное в установленном порядке. Данное лицо приобретает соответствующие права и несет ответственность за качественное и своевременное исполнение возложенных на него обязанностей.;False
012.rtf;tasks;Основной задачей администратора баз данных является поддержание в актуальном рабочем состоянии полного объема оперативной и накапливаемой информации, а также защита информации от несанкционированного доступа.;True
012.rtf;tasks;Администратор баз данных в соответствии с возложенной на него задачей выполняет следующие обязанности:;True
012.rtf;tasks;Анализирует информационные потребности структурных подразделений организации.;True
012.rtf;tasks;Осваивает программные средства, предлагаемые отделом информатизации.;True
012.rtf;tasks;Согласовывает с отделом информатизации вопросы по совершенствованию процесса хранения и обработки информации с целью обеспечения требуемой достоверности результатов и минимизации времени расчетов.;True
012.rtf;tasks;Обеспечивает обмен информацией с отделом информатизации в соответствии с установленным порядком (в том числе с использованием электронных сетей телекоммуникаций).;True
012.rtf;tasks;По запросам заинтересованных подразделений организации совместно с отделом информатизации составляет технические задания на разработку программного обеспечения новых задач.;True
012.rtf;tasks;Осуществляет комплекс работ по внедрению программных средств.;True
012.rtf;tasks;Осуществляет систематическое обучение работников организации приемам и навыкам работы на компьютерах, а также работе с внедряемыми программными средствами.;True
012.rtf;tasks;Осуществляет контроль за работой компьютеров и своевременно сообщает о сбоях и неисправностях в отдел информатизации.;True
012.rtf;tasks;Осуществляет учет и хранение документов, имеющих отношение к автоматизированной обработке информации на компьютерах.;True
012.rtf;tasks;. Обобщает и анализирует замечания пользователей по результатам эксплуатации задач и передает информацию об отмеченных недостатках в отдел информатизации.;True
012.rtf;tasks;. Следит за обеспечением целостности, достоверности и сохранности циркулирующих в автоматизированной информационной системе данных.;True
012.rtf;tasks;. Ведет архив используемых программных средств и нормативно-справочной информации.;True
012.rtf;tasks;. Выдает руководству организации рекомендации по распределению между структурными подразделениями поступающей вычислительной техники с учетом наличия программного обеспечения, подготовленных специалистов и анализа загрузки находящихся в эксплуатации ПЭВМ.;False
012.rtf;rights;Администратор баз данных имеет право:;True
012.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающихся его деятельности.;True
012.rtf;rights;"По вопросам, находящимся в его компетенции вносить на рассмотрение своего непосредственного руководителя предложения по улучшению деятельности предприятия и совершенствованию методов обработки информации; замечания по деятельности работников предприятия (отдела); варианты устранения имеющихся в деятельности предприятия (отдела) недостатков.";True
012.rtf;rights;Запрашивать лично или по поручению руководства предприятия от подразделений организации и иных специалистов информацию и документы, необходимые для выполнения его должностных обязанностей.;True
012.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителей подразделений).;True
012.rtf;rights;Требовать от руководства предприятия (отдела) оказания содействия в исполнении им его должностных обязанностей и прав.;False
012.rtf;respons;Администратор баз данных несет ответственность:;True
012.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;True
012.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;True
012.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
012.rtf;respons;Администратор баз данных также несет персональную ответственность за:;False
012.rtf;respons;Ненадлежащее выполнение организационно-технических мероприятий, обеспечивающих сохранность информации при сбоях и отказах ПЭВМ.;False
012.rtf;respons;Ненадлежащую организацию защиты информации от несанкционированного доступа.;False
012.rtf;respons;Невыполнение мероприятий, препятствующих заражению ПЭВМ компьютерными вирусами.;False
012.rtf;respons;Разглашение сведений, составляющих государственную, служебную и коммерческую тайну.;False
013.rtf;common;Администратор гостиницы относится к категории специалистов.;False
013.rtf;common;На должность администратора гостиницы назначается лицо, имеющее среднее профессиональное образование без предъявления требований к стажу работы или начальное профессиональное образование и стаж работы по специальности в системе гостиничного обслуживания не менее лет.;False
013.rtf;common;Администратор гостиницы назначается на должность приказом директора гостиницы.;True
013.rtf;common;Администратор гостиницы должен знать:;True
013.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов по вопросам гостиничного обслуживания.;True
013.rtf;common;Правила предоставления гостиничных услуг в Российской Федерации.;True
013.rtf;common;Правила и методы организации процесса обслуживания клиентов.;True
013.rtf;common;Порядок содержания жилых и других помещений гостиницы.;True
013.rtf;common;Основы эстетики, этики, психологии и обслуживания посетителей.;True
013.rtf;common;Основы экономики, организации труда и управления.;True
013.rtf;common;Структуру управления гостиницей, права и обязанности работников гостиницы.;True
013.rtf;common;Законодательство о труде.;True
013.rtf;common;Правила внутреннего распорядка.;True
013.rtf;common;. Правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
013.rtf;common;Администратор гостинцы подчиняется;False
013.rtf;common;"(директору гостиницы; иному";False
013.rtf;common;должностному лицу);False
013.rtf;common;На время отсутствия администратора гостиницы (отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное приказом директора гостиницы. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее исполнение возложенных на него обязанностей.;False
013.rtf;tasks;Администратор гостиницы:;True
013.rtf;tasks;Обеспечивает работу по эффективному и культурному обслуживанию клиентов, созданию для них комфортных условий.;True
013.rtf;tasks;Осуществляет контроль за своевременной подготовкой номеров к приему прибывающих в гостиницу, соблюдением чистоты в гостинице, регулярной сменой белья в номерах, сохранностью имущества и оборудования.;True
013.rtf;tasks;Информирует проживающих в гостинице о предоставляемых дополнительных платных услугах, принимает заказы на их выполнение и контролирует их исполнение.;True
013.rtf;tasks;Дает устные справки, касающиеся гостиницы, расположения городских достопримечательностей, зрелищных, спортивных сооружений и т.д.;True
013.rtf;tasks;Принимает и оформляет необходимые документы.;True
013.rtf;tasks;Осуществляет контроль за исполнением работниками указаний руководства организации.;True
013.rtf;tasks;Контролирует соблюдение работниками организации трудовой и производственной дисциплины, правил и норм охраны труда, техники безопасности, требований производственной санитарии и гигиены.;True
013.rtf;tasks;Принимает меры к разрешению конфликтов, возникающих при обслуживании проживающих.;True
013.rtf;tasks;Рассматривает претензии, связанные с неудовлетворительным обслуживанием клиентов и проводит соответствующие организационно-технические мероприятия.;True
013.rtf;tasks;. Информирует руководство организации об имеющихся недостатках в обслуживании клиентов, принимает меры к их ликвидации.;False
013.rtf;rights;Администратор гостиницы вправе:;True
013.rtf;rights;Знакомиться с проектами решений руководства гостиницы, касающимися его деятельности.;True
013.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;True
013.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе осуществления должностных обязанностей недостатках в деятельности гостиницы (ее структурных подразделениях) и вносить предложения по их устранению.;True
013.rtf;rights;Запрашивать лично или по поручению своего непосредственного руководителя от специалистов и исполнителей информацию и документы, необходимые для выполнения его должностных обязанностей.;True
013.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения директора гостиницы).;True
013.rtf;rights;Требовать от руководства гостиницы оказания содействия в исполнении своих должностных обязанностей и прав.;False
013.rtf;respons;Администратор гостиницы несет ответственность:;True
013.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;True
013.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;True
013.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
014.rtf;common;Администратор зала относится к категории специалистов.;False
014.rtf;common;На должность администратора зала назначается лицо, имеющее среднее профессиональное образование без предъявления требований к стажу работы или начальное профессиональное образование и стаж работы по специальности в системе общественного питания не менее лет.;False
014.rtf;common;Назначение на должность администратора зала и освобождение от нее;False
014.rtf;common;производится приказом директора предприятия по представлению;False
014.rtf;common;(директора;False
014.rtf;common;"ресторана; иного должностного лица)";False
014.rtf;common;Администратор зала должен знать:;False
014.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся организации общественного питания.;False
014.rtf;common;Правила производства и реализации продукции (услуг) общественного питания.;False
014.rtf;common;Организацию производства и управления предприятием общественного питания, задачи и функции его подразделений.;False
014.rtf;common;Правила и методы организации процесса обслуживания посетителей.;False
014.rtf;common;Ассортимент реализуемых услуг.;False
014.rtf;common;Основы маркетинга.;False
014.rtf;common;Экономику общественного питания.;False
014.rtf;common;Порядок ценообразования.;False
