filename;section;text;light;techie
072.rtf;rights;Запрашивать от руководителей подразделений организации и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;False;0.5
072.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет  то с разрешения руководителя организации);False;0.5
072.rtf;rights;Требовать от руководства организации оказания содействия в исполнении им его должностных обязанностей и прав;False;0.5
072.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией  в пределах, определенных действующим трудовым законодательством Российской Федерации;False;0.5
072.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности  в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;False;0.5
072.rtf;respons;За причинение материального ущерба  в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;False;0.5
073.rtf;common;Заведующий канцелярией относится к категории руководителей;False;0.5
073.rtf;common;На должность заведующего канцелярией назначается лицо, имеющее среднее профессиональное образование без предъявления требований к стажу работы или начальное профессиональное образование и стаж работы по профилю не менее лет;False;0.5
073.rtf;common;Назначение на должность заведующего канцелярией и освобождение от нее производится приказом директора организации;False;0.5
073.rtf;common;Заведующий канцелярией должен знать:;True;0.5
073.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся организации делопроизводства;False;0.5
073.rtf;common;Единую государственную систему делопроизводства;False;0.5
073.rtf;common;Стандарты унифицированной системы организационнораспорядительной документации;False;0.5
073.rtf;common;Структуру организации;False;0.5
073.rtf;common;Организацию делопроизводства в организации;False;0.5
073.rtf;common;Схемы документооборота;False;0.5
073.rtf;common;Порядок составления номенклатуры дел, описей дел постоянного и временного хранения, установленной отчетности;False;0.5
073.rtf;common;Сроки и порядок сдачи дел в архив;False;0.5
073.rtf;common;Системы организации контроля за исполнением документов;False;0.5
073.rtf;common;Оргтехнику и другие средства механизации управленческого труда.;False;0.5
073.rtf;common;Основы экономики, организации производства, труда и управления.;False;0.5
073.rtf;common;Законодательство о труде и охране труда Российской Федерации.;False;0.5
073.rtf;common;Правила внутреннего трудового распорядка.;False;0.5
073.rtf;common;Правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False;0.5
073.rtf;common;Заведующий канцелярией в своей деятельности руководствуется:;True;0.5
073.rtf;common;Положением о канцелярии организации;False;0.5
073.rtf;common;Инструкцией по делопроизводству и работе архива;False;0.5
073.rtf;common;Настоящей должностной инструкцией;False;0.5
073.rtf;common;Заведующий канцелярией подчиняется;False;0.5
073.rtf;common;"(директору организации;";False;0.5
073.rtf;common;иному должностному лицу);False;0.5
073.rtf;common;Заведующий канцелярией осуществляет руководство работниками канцелярии;True;0.5
073.rtf;tasks;Заведующий канцелярией:;True;0.5
073.rtf;tasks;Организует работу канцелярии;True;0.5
073.rtf;tasks;Обеспечивает своевременную обработку поступающей и отправляемой корреспонденции, ее доставку по назначению;True;0.5
073.rtf;tasks;Осуществляет контроль за сроками исполнения документов и их правильным оформлением;True;0.5
073.rtf;tasks;Организует работу по регистрации, учету, хранению и передаче в соответствующие структурные подразделения документов текущего делопроизводства, в том числе приказов и распоряжений руководства, по формированию дел и их сдаче на хранение;True;0.5
073.rtf;tasks;Разрабатывает инструкции по ведению делопроизводства в организации и организует их внедрение;True;0.5
073.rtf;tasks;Принимает меры по обеспечению работников службы делопроизводства необходимыми инструктивными и справочными материалами, а также инвентарем, оборудованием, оргтехникой, техническими средствами управленческого труда;True;0.5
073.rtf;tasks;Осуществляет методическое руководство делопроизводством в подразделениях организации, контроль за правильным формированием, хранением и своевременной сдачей дел в архив, подготовку справок о соблюдении сроков исполнения документов;True;0.5
073.rtf;tasks;Обеспечивает печатание и размножение служебных документов;True;0.5
073.rtf;tasks;Участвует в подготовке созываемых руководством совещаний и организует их техническое обслуживание, оформление командировочных документов, регистрацию работников, прибывающих в командировку в организацию;True;0.5
073.rtf;tasks;Обеспечивает соответствующий режим доступа к документам и использования информации, содержащейся в них.;True;0.5
073.rtf;tasks;Принимает участие в разработке и внедрении новых технологических процессов работы с документами, совершенствовании автоматизированных информационных систем и технологий (с учетом применения средств вычислительной техники).;True;0.5
073.rtf;tasks;Разрабатывает и организовывает проведение мероприятий по улучшению деятельности канцелярии.;True;0.5
073.rtf;tasks;Проводит работу по защите информации, составляющей государственную, коммерческую и служебную тайну.;True;0.5
073.rtf;rights;Заведующий канцелярией вправе:;True;0.5
073.rtf;rights;Вносить на рассмотрение директора организации и руководителей структурных подразделений организации предложения по улучшению деятельности отдела, форм и методов работы с документами;False;0.5
073.rtf;rights;Требовать руководителей структурных подразделений организации и иных ответственных работников организации надлежащего выполнения установленных правил работы с документами в организации;False;0.5
073.rtf;rights;Возвращать исполнителям документы и требовать их доработки в случае нарушения установленных правил;False;0.5
073.rtf;rights;Осуществлять проверки организации делопроизводства в структурных подразделениях;False;0.5
073.rtf;rights;Подписывать и визировать документы, связанные с деятельностью канцелярии;False;0.5
073.rtf;rights;"Давать указания, обязательные для выполнения работниками канцелярии; требовать своевременного и качественного их выполнения";False;0.5
073.rtf;rights;Вносить на рассмотрение директора организации предложения о поощрении отличившихся работников отдела, наложении взысканий на нарушителей производственной и трудовой дисциплины;False;0.5
073.rtf;rights;Взаимодействовать:;False;0.5
073.rtf;rights;С руководителями всех структурных подразделений организации  по вопросам ведения делопроизводства, организации контроля и проверки исполнения указаний канцелярии, подготовки и представления необходимых документов;False;0.5
073.rtf;rights;С юридическим отделом  по правовым вопросам, связанным с подготовкой документов;False;0.5
073.rtf;rights;С хозяйственным отделом  по вопросам обеспечения средствами оргтехники, бланками документов, канцтоварами, пр;False;0.5
073.rtf;rights;С отделом кадров  по вопросам подбора, приема, увольнения и перемещения работников отдела;False;0.5
073.rtf;rights;С   по вопросам;False;0.5
073.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией  в пределах, определенных действующим трудовым законодательством Российской Федерации;False;0.5
073.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности  в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;False;0.5
073.rtf;respons;За причинение материального ущерба  в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;False;0.5
074.rtf;common;Заведующий копировальномножительным бюро относится к категории руководителей;False;0.5
074.rtf;common;На должность заведующего копировальномножительным бюро назначается лицо, имеющее среднее профессиональное образование без предъявления требований к стажу работы или начальное профессиональное образование и стаж работы по специальности не менее лет;False;0.5
074.rtf;common;Назначение на должность заведующего копировальномножительным бюро и освобождение от нее;False;0.5
074.rtf;common;производится  приказом директора предприятия по представлению;False;0.5
074.rtf;common;Заведующий копировальномножительным бюро должен знать:;False;0.5
074.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих органов, касающиеся вопросов выполнения копировальных и множительных работ;False;0.5
074.rtf;common;Методы и средства выполнения копировальных и множительных работ;False;0.5
074.rtf;common;Конструкцию, принципы работы, правила монтажа и эксплуатации копировального и множительного оборудования;False;0.5
074.rtf;common;Виды материалов, используемых при копировальных и множительных работах, их свойства и технические характеристики;False;0.5
074.rtf;common;Стандарты, инструкции и другие руководящие документы по оформлению технической документации;False;0.5
074.rtf;common;Нормы и расценки на выполнение копировальных и множительных работ;False;0.5
074.rtf;common;Передовой отечественный и зарубежный опыт выполнения копировальных и множительных работ;False;0.5
074.rtf;common;Основы организации труда;False;0.5
074.rtf;common;Законодательство о труде.;False;0.5
074.rtf;common;Правила внутреннего трудового распорядка;False;0.5
074.rtf;common;Правила и нормы охраны труда.;False;0.5
074.rtf;common;В своей деятельности заведующий копировальномножительным бюро руководствуется:;True;0.5
074.rtf;common;Положением о копировальномножительным бюро;False;0.5
074.rtf;common;Настоящей должностной инструкцией;False;0.5
074.rtf;common;Заведующий копировальномножительным бюро подчиняется непосредственно;False;0.5
074.rtf;common;"(директору предприятия; иному должностному лицу)";False;0.5
074.rtf;common;Заведующий копировальномножительным бюро осуществляет руководство работниками возглавляемого им структурного подразделения;True;0.5
074.rtf;tasks;Заведующий копировальномножительным бюро:;True;0.5
074.rtf;tasks;Обеспечивает своевременное и качественное выполнение копировальных и множительных работ, в том числе микрофильмирование технической документации для всех структурных подразделений предприятия;True;0.5
074.rtf;tasks;Организует прием и выдачу технической и служебной документации для копирования, размножения, учет поступления материалов от подразделений;True;0.5
074.rtf;tasks;Определяет расход материалов и выдачу готовой продукции;True;0.5
074.rtf;tasks;Составляет графики выполнения копировальных и множительных работ;True;0.5
074.rtf;tasks;Распределяет работу между исполнителями в соответствии с их специальностью и квалификацией и инструктирует работников;True;0.5
074.rtf;tasks;Определяет потребность бюро в оборудовании, материалах и обеспечивает составление заявок на их получение;True;0.5
074.rtf;tasks;Осуществляет контроль за сроками и качеством выполнения копировальных и множительных работ;True;0.5
074.rtf;tasks;Принимает участие в разработке инструкций, правил и других нормативных документов по технике выполнения копировальных и множительных работ;True;0.5
074.rtf;tasks;Принимает меры по совершенствованию организации труда работников бюро, внедрению передовых приемов и методов работы с целью снижения затрат на производство, расхода материалов, улучшения использования оборудования и повышения производительности труда;True;0.5
074.rtf;tasks;Обеспечивает сохранность принятой в работу документации.;False;0.5
074.rtf;tasks;Контролирует состояние рабочих мест, оборудования и его своевременный ремонт, соблюдение правил эксплуатации оборудования, техники безопасности при выполнении копировальных и множительных работ.;True;0.5
074.rtf;tasks;Изучает причины, вызывающие брак при выполнении копировальных и множительных работ, и принимает меры по их предупреждению.;True;0.5
074.rtf;tasks;Проводит работу по защите информации, составляющей государственную, коммерческую и служебную тайну.;True;0.5
074.rtf;tasks;В свободное от перечисленных обязанностей время выполняет копировальномножительные работы.;True;0.5
074.rtf;rights;Заведующий копировальномножительным бюро имеет право:;True;0.5
074.rtf;rights;Запрашивать дополнительную информацию от руководителей структурных подразделений, необходимую для надлежащего выполнения порученных ими копировальномножительных работ;False;0.5
074.rtf;rights;Не принимать на размножение и копирование документы, оформленные с нарушением действующих инструкций;False;0.5
074.rtf;rights;Подписывать и визировать документы в пределах своей компетенции;False;0.5
074.rtf;rights;Требовать от директора предприятия и руководителей структурных подразделений оказания содействия в исполнении его должностных прав и обязанностей;False;0.5
074.rtf;rights;Сообщать руководителям структурных подразделений о выявленных в возглавляемых ими подразделениях недостатках;False;0.5
074.rtf;rights;Взаимодействовать:;False;0.5
074.rtf;rights;Со структурными подразделениямизаказчиками выполнения копировально-множительных работ - по вопросам получения и выдачи документов, подлежащих размножению и копированию;False;0.5
074.rtf;rights;С хозяйственным отделом  по вопросам ремонта копировально-множительного оборудования, обеспечения материалами;False;0.5
074.rtf;rights;по вопросам;False;0.5
074.rtf;rights;Вносить на рассмотрение директора предприятия предложения о поощрении отличившихся работников бюро, наложении взысканий на нарушителей производственной и трудовой дисциплины;False;0.5
074.rtf;respons;Ненадлежащего исполнения или неисполнения своих должностных обязанностей, предусмотренных настоящей должностной инструкцией  в пределах, определенных действующим трудовым законодательством Российской Федерации;False;0.5
074.rtf;respons;Совершения правонарушений в процессе осуществления своей деятельности  в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;False;0.5
074.rtf;respons;Причинения материального ущерба  в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;False;0.5
074.rtf;respons;Нарушение сроков размножения и копирования документов;False;0.5
074.rtf;respons;Ненадлежащее качество размножения и копирования документов;False;0.5
074.rtf;respons;Сохранность принятых в работу документов;False;0.5
074.rtf;respons;Состояние копировальномножительного оборудования;False;0.5
075.rtf;common;Заведующий очистными сооружениями относится к категории руководителей;False;0.5
075.rtf;common;На должность заведующего очистными сооружениями назначается лицо, имеющее высшее профессиональное (техническое) образование и стаж работы по профилю не менее лет;False;0.5
075.rtf;common;Заведующий очистными сооружениями должен знать:;True;0.5
075.rtf;common;Постановления, распоряжения, приказы вышестоящих органов, методическую, нормативные и другие руководящие материалы по вопросам деятельности отрасли;False;0.5
075.rtf;common;Инструкции, правила и другие руководящие материалы по очистке воды и стоков;False;0.5
075.rtf;common;Правила технической эксплуатации водопроводных и канализационных сетей и сооружений;False;0.5
075.rtf;common;Основы экономики, организации труда и управления производством;False;0.5
075.rtf;common;Правила внутреннего трудового распорядка;False;0.5
075.rtf;common;Законодательство о труде и охране труда Российской Федерации;False;0.5
075.rtf;common;Правила и нормы охраны труда и техники безопасности, производственной санитарии и противопожарной защиты;False;0.5
075.rtf;common;Заведующий очистными сооружениями подчиняется непосредственно;False;0.5
075.rtf;common;"На время отсутствия заведующего очистными сооружениями (болезнь, отпуск, командировка, пр) его обязанности исполняет его заместитель; при отсутствии такового  лицо, назначенное приказом директора организации.";True;0.5
075.rtf;tasks;Заведующий очистными сооружениями:;True;0.5
075.rtf;tasks;Организует и обеспечивает технически правильную эксплуатацию, нормальный режим работы очистных сооружений и эффективное использование оборудования, производство плановопредупредительного и капитального ремонта оборудования по утвержденному графику;True;0.5
075.rtf;tasks;Обеспечивает проведение химических анализов и лабораторный контроль за качеством воды;True;0.5
075.rtf;tasks;Контролирует составление заявок на материалы, оборудование, запасные части по видам ремонта;True;0.5
075.rtf;tasks;Следит за ведением журналов работы сооружений и оформлением результатов анализов;True;0.5
075.rtf;tasks;Изучает и внедряет передовой опыт по обеспечению надежной работы очистных сооружений, совершенствованию лабораторного контроля;True;0.5
075.rtf;tasks;Организует наблюдение за состоянием и работой контрольноизмерительной аппаратуры;True;0.5
075.rtf;tasks;Осуществляет контроль за состоянием лабораторного оборудования и принимает меры по устранению имеющихся недостатков;True;0.5
075.rtf;tasks;Распределяет рабочих по объектам обслуживания;True;0.5
075.rtf;tasks;Контролирует соблюдение трудовой и производственной дисциплины в коллективе;True;0.5
075.rtf;tasks;Осуществляет меры по снижению материальных затрат на производство, соблюдению режима экономии, рационального расходования материалов, топлива, электроэнергии и других ресурсов.;True;0.5
075.rtf;tasks;Обеспечивает соблюдение правил и норм охраны труда, техники безопасности, производственной санитарии и пожарной безопасности.;True;0.5
075.rtf;rights;Заведующий очистными сооружениями вправе:;True;0.5
075.rtf;rights;Знакомиться с проектами решений директора организации (руководителя структурного подразделения, в состав которого входит отдел), касающихся деятельности отдела;False;0.5
075.rtf;rights;Участвовать в обсуждении вопросов, касающихся исполняемых им должностных обязанностей;False;0.5
075.rtf;rights;Вносить на рассмотрение директора организации (руководителя структурного подразделения в состав которого входит отдел) предложения по улучшению деятельности организации (отдела);False;0.5
075.rtf;rights;Осуществлять взаимодействие с руководителями всех (отдельных) структурных подразделений организации;False;0.5
075.rtf;rights;Подписывать и визировать документы в пределах своей компетенции;False;0.5
075.rtf;rights;Вносить предложения о поощрении отличившихся работников, наложении взысканий на нарушителей производственной и трудовой дисциплины;False;0.5
075.rtf;rights;Требовать от директора организации оказания содействия в исполнении своих должностных обязанностей и прав;False;0.5
075.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией  в пределах, определенных действующим трудовым законодательством Российской Федерации;False;0.5
075.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности  в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;False;0.5
075.rtf;respons;За причинение материального ущерба  в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;False;0.5
076.rtf;common;Заведующий предприятием розничной торговли относится к категории руководителей;False;0.5
076.rtf;common;На должность заведующего предприятием розничной торговли назначается лицо, имеющее высшее специальное образование и стаж работы по специальности не менее лет;False;0.5
076.rtf;common;Назначение на должность заведующего предприятием розничной торговли производится приказом директора предприятия (владельца) по представлению;False;0.5
076.rtf;common;Заведующий предприятием розничной торговли должен знать:;True;0.5
076.rtf;common;"Закон РФ от  № I ""О защите прав потребителей"", иные законы; Правила продажи отдельных видов товаров и иные нормативные правовые акты по вопросам осуществления торговой деятельности.";False;0.5
076.rtf;common;Порядок работы торгового предприятия;False;0.5
076.rtf;common;Правила подготовки товаров к продаже;False;0.5
076.rtf;common;Стандарты и технические условия на товары, основные их свойства и качественные характеристики;False;0.5
076.rtf;common;Методы учета товаров, расчета потребности в них;False;0.5
076.rtf;common;Ассортимент, классификацию, характеристику и назначение товаров, правила расшифровки артикулов и маркировок товаров;False;0.5
076.rtf;common;Гарантийные сроки пользования товарами и правила их обмена;False;0.5
076.rtf;common;Шкалы размеров изделий и правила их определения, основные требования стандартов и технических условий, предъявляемые к качеству товаров, тары и их маркировки;False;0.5
076.rtf;common;Виды брака и правила бракеража;False;0.5
076.rtf;common;Правила обмена товаров;False;0.5
076.rtf;common;Прогрессивные формы и методы обслуживания покупателей.;False;0.5
076.rtf;common;Формы учетных документов и порядок составления отчетности.;False;0.5
076.rtf;common;Действующий порядок ценообразования.;False;0.5
076.rtf;common;Законодательство о труде и охране труда Российской Федерации.;False;0.5
076.rtf;common;Правила внутреннего трудового распорядка.;False;0.5
076.rtf;common;Правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False;0.5
076.rtf;common;Заведующий предприятием розничной торговли в своей деятельности руководствуется:;True;0.5
076.rtf;common;Уставом предприятия;False;0.5
076.rtf;common;Настоящей должностной инструкцией;False;0.5
076.rtf;common;Заведующий предприятием розничной торговли подчиняется непосредственно директору предприятия (владельцу);True;0.5
076.rtf;tasks;Заведующий предприятием розничной торговли:;True;0.5
076.rtf;tasks;Обеспечивает соблюдение обязательных с учетом профиля и специализации деятельности предприятия розничной торговли требований, установленных для предприятия в государственных стандартах, санитарных, ветеринарных, противопожарных правилах и других нормативных документах;True;0.5
076.rtf;tasks;Оформляет, получает лицензии, соответствующие разрешения и иные документы (сертификаты соответствия, гигиенические заключения) и представляет их, либо часть информации, содержащейся в этих документах для ознакомления покупателям;True;0.5
076.rtf;tasks;Доводит до сведения покупателей информацию о товарах и иной информации, способствующей правильному выбору товара покупателем;True;0.5
076.rtf;tasks;Доводит до покупателей сведения об организационноправовой форме юридического лица, фирменное наименование (наименование), юридический адрес, режим работы и пр;True;0.5
076.rtf;tasks;Обеспечивает наличие оборудования, инвентаря в соответствии с требованиями стандартов необходимых для сохранения качества и безопасности товаров при их хранении и реализации в месте продажи;True;0.5
076.rtf;tasks;Обеспечивает наличие и содержание в исправном состоянии средств измерения, своевременное и в установленном порядке проведение их метрологической проверки;True;0.5
076.rtf;tasks;Создает надлежащие условия торгового обслуживания, а также возможность правильного выбора товаров покупателями;True;0.5
076.rtf;tasks;Организовывает, планирует и координирует деятельность предприятия розничной торговли;True;0.5
076.rtf;tasks;Управляет текущей деятельность, направленной на доведение товаров до потребителей с наименьшими затратами;True;0.5
076.rtf;tasks;Осуществляет контроль за рациональным использованием материальных, финансовых и трудовых ресурсов.;True;0.5
076.rtf;tasks;Анализирует результаты продаж и качества обслуживания покупателей, разрабатывает и проводит мероприятия по повышению качества торгового процесса.;True;0.5
076.rtf;tasks;Ведет переговоры, связанные с поставками, заказами и реализацией товаров.;True;0.5
076.rtf;tasks;Оформляет договоры поставки, купли  продажи, комиссии и т.д.;True;0.5
076.rtf;tasks;Обеспечивает организацию учета товарноматериальных ценностей и представляет отчетность об объемах произведенных продаж директору предприятия (владельцу).;True;0.5
076.rtf;tasks;"Принимает решения о назначении, перемещении и освобождении от занимаемых должностей работников торгового предприятия; применяет меры поощрения отличившихся работников, налагает взыскания на нарушителей производственной и трудовой дисциплины.";True;0.5
076.rtf;tasks;Руководит работниками предприятия розничной торговли.;True;0.5
076.rtf;tasks;Представляет интересы предприятия и действует от его имени.;True;0.5
076.rtf;rights;Заведующий предприятием розничной торговли вправе:;True;0.5
076.rtf;rights;Знакомиться с проектами решений директора предприятия (владельца), касающимися деятельности предприятия розничной торговли;False;0.5
076.rtf;rights;Участвовать в обсуждении вопросов, касающихся исполняемых им должностных обязанностей;False;0.5
076.rtf;rights;Вносить на рассмотрение директора предприятия предложения по улучшению деятельности торгового предприятия и повышению качества обслуживания покупателей;False;0.5
076.rtf;rights;Подписывать и визировать документы в пределах своей компетенции;False;0.5
076.rtf;rights;Требовать от директора организации оказания содействия в исполнении своих должностных обязанностей и прав;False;0.5
076.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией  в пределах, определенных действующим трудовым законодательством Российской Федерации;False;0.5
076.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности  в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;False;0.5
076.rtf;respons;За причинение материального ущерба  в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;False;0.5
077.rtf;common;Заведующий производством (шефповар) относится к категории руководителей;False;0.5
077.rtf;common;На должность заведующего производством (шефповара) назначается лицо, имеющее высшее профессиональное образование и стаж работы по специальности не менее лет или среднее профессиональное образование и стаж работы по специальности не менее лет;False;0.5
