;filename;section;text;light
603;022.rtf;common;Законодательные акты, нормативные материалы, касающиеся деятельности биржи, брокерской конторы;0.02
604;022.rtf;common;Рыночные методы хозяйствования, закономерности и особенности развития экономики;0.02
605;022.rtf;common;Конъюнктуру внутреннего и внешнего рынка;0.02
606;022.rtf;common;Профиль биржи, брокерской конторы;0.02
607;022.rtf;common;Виды биржевых сделок;0.02
608;022.rtf;common;Правила ведения переговоров об условиях покупки или продажи товара;0.03
609;022.rtf;common;Порядок установления цены товара и оплаты;0.03
610;022.rtf;common;Организацию торговли, рекламной деятельности, проведения торгов и аукционов;0.02
611;022.rtf;common;Правила составления аукционных каталогов;0.02
612;022.rtf;common;Основы социальной психологии.;0.02
613;022.rtf;common;Требования, предъявляемые к товарам.;0.03
614;022.rtf;common;Порядок заключения договоров.;0.02
615;022.rtf;common;Составления и оформления необходимых документов, установленной отчетности, подготовки информации о продаваемых товарах.;0.03
616;022.rtf;common;Основы страхования.;0.02
617;022.rtf;common;Организацию труда и управления.;0.02
618;022.rtf;common;Гражданское и трудовое законодательство.;0.02
619;022.rtf;common;Правила и нормы охраны труда.;0.02
620;022.rtf;common;Торговый брокер непосредственно подчиняется;0.12
621;022.rtf;tasks;Торговый брокер:;0.75
622;022.rtf;tasks;Совершает гражданско-правовые сделки с различного рода товарами от своего имени или по поручению клиентов на основании заключенного с ними договора поручения или договора комиссии;0.69
623;022.rtf;tasks;Выполняет поручения клиентов в порядке их поступления, на наиболее выгодных для них условиях;0.89
624;022.rtf;tasks;Покупает и продает партии товаров на аукционах, рынках наличного товара или срочного рынка, торгах;0.74
625;022.rtf;tasks;Устанавливает деловые контакты с покупателями или продавцами товаров, требования участников сделки относительно покупки или продажи товаров или заключения коммерческих биржевых сделок различной степени доверия (договор комиссии, договор поручения);0.74
626;022.rtf;tasks;Посещает торги и аукционы, обеспечивает предоставление необходимых данных для составления аукционных каталогов, а также установление от имени клиентов цены продажи, ее изменение и суммы сделки;0.93
627;022.rtf;tasks;Выполняет расчетно-аналитические операции, а также операции, связанные с регистрацией и оформлением биржевых документов, формулирует содержание брокерских заявок;0.9
628;022.rtf;tasks;Руководит работой подчиненных ему агентов;0.82
629;022.rtf;rights;Торговый брокер имеет право:;0.83
630;022.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающихся его деятельности;0.04
631;022.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями;0.03
632;022.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению;0.02
633;022.rtf;rights;Запрашивать лично или по поручению руководства предприятия от руководителей подразделений и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;0.01
634;022.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководства);0.04
635;022.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав;0.02
636;022.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации;0.01
637;022.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;0.03
638;022.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;0.03
639;023.rtf;position;БРОКЕРА;0.05
640;023.rtf;common;Брокер относится к категории специалистов;0.02
641;023.rtf;common;На должность брокера назначается лицо, имеющее высшее профессиональное образование (экономическое) образование без предъявления требований к стажу работы или среднее профессиональное (экономическое) образование и стаж работы по специальности не менее лет;0.01
642;023.rtf;common;Назначение на должность брокера и освобождение от нее производится;0.02
643;023.rtf;common;приказом директора предприятия по представлению;0.02
644;023.rtf;common;Брокер должен знать:;0.85
645;023.rtf;common;Законодательные акты, нормативные и методические материалы, касающиеся торгово-экономической деятельности;0.02
646;023.rtf;common;Рыночные методы хозяйствования, закономерности и особенности развития экономики;0.02
647;023.rtf;common;Конъюнктуру внутреннего и внешнего рынка;0.02
648;023.rtf;common;Профиль биржи, брокерской конторы, другого предприятия, учреждения, организации;0.02
649;023.rtf;common;Виды биржевых сделок;0.02
650;023.rtf;common;Правила ведения переговоров об условиях покупки или продажи товара, оказания услуги;0.03
651;023.rtf;common;Порядок установления цены товара (услуги), его оплаты и доставки;0.03
652;023.rtf;common;Организацию торговли, рекламной деятельности, проведения инвестиционных конкурсов, торгов и аукционов;0.02
653;023.rtf;common;Правила составления аукционных каталогов;0.02
654;023.rtf;common;Основы социальной психологии.;0.02
655;023.rtf;common;Требования, предъявляемые к товару (услуге).;0.03
656;023.rtf;common;Порядок заключения договоров, составления и оформления необходимых документов, установленной отчетности, подготовки информации о продаваемом товаре, оказываемой услуге.;0.04
657;023.rtf;common;Организацию труда и управления.;0.02
658;023.rtf;common;Гражданское и трудовое законодательство.;0.02
659;023.rtf;common;Правила и нормы охраны труда.;0.02
660;023.rtf;common;Брокер непосредственно подчиняется;0.1
661;023.rtf;tasks;Брокер:;0.71
662;023.rtf;tasks;Покупает и продает партии товара на аукционах, рынках наличного товара или срочного рынка товаров, а также ценных бумаг и финансовых документов, в том числе иностранной валюты, коммерческих услуг (кредит, заключение трудовых договоров и контрактов, транспортные услуги, продажа недвижимости, грузовые перевозки, организации рекламы и тп.).;0.53
663;023.rtf;tasks;Устанавливает деловые контакты между покупателями и продавцами товаров, заказчиками и оказывающими услуги;0.8
664;023.rtf;tasks;Оказывает своевременную и на наиболее выгодных условиях продажу или покупку товара, заключение договоров на оказание услуг;0.86
665;023.rtf;tasks;Изучает конъюнктуру внутреннего и внешнего рынка, потребительские свойства товаров, надежность ценных бумаг, требования участников сделки при покупке или продаже товаров, предоставлении услуг, а также при заключении коммерческих (валютных, кредитных) биржевых сделок, различных по степени доверия (договор комиссии, договор поручения);0.73
666;023.rtf;tasks;Посещает торги и аукционы, обеспечивает представление необходимых данных для подготовки аукционных каталогов, своевременное установление от имени клиента цены продажи и ее изменение, а также суммы сделки;0.96
667;023.rtf;tasks;Ведет переговоры о покупке или продаже по частному соглашению не проданных на аукционе товаров;0.77
668;023.rtf;tasks;Организует транспортировку товара, устанавливает стоимость доставки и оформляет взимание ее стоимости с клиента, выполняет расчетно-аналитические операции и работы по регистрации и оформлению биржевых документов, формулирует содержание заявки;0.97
669;023.rtf;tasks;Консультирует клиентов по вопросам, относящимся к его компетенции;0.73
670;023.rtf;tasks;Руководит работой подчиненных ему агентов;0.82
671;023.rtf;rights;Брокер имеет право:;0.8
672;023.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающихся его деятельности;0.04
673;023.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями;0.03
674;023.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению;0.02
675;023.rtf;rights;Запрашивать лично или по поручению руководства предприятия от руководителей подразделений и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;0.01
676;023.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководства);0.04
677;023.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав;0.02
678;023.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации;0.01
679;023.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;0.03
680;023.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;0.03
681;024.rtf;position;БУХГАЛТЕР-РЕВИЗОР;0.05
682;024.rtf;common;"- бухгалтера-ревизора назначается лицо, имеющее среднее профессиональное (образование) без предъявления требований к стажу работы или специальную подготовку по установленной программе и стаж работы по учету и контролю не менее лет;";0.01
683;024.rtf;common;- бухгалтера-ревизора II категории назначается лицо, имеющее высшее профессиональное (экономическое) образование без предъявления требований к стажу работы или среднее профессиональное (экономическое) образование и стаж работы в должности бухгалтера-ревизора не менее лет;0.01
684;024.rtf;common;- бухгалтера-ревизора I категории - лицо, имеющее высшее профессиональное (экономическое) образование и стаж работы в должности бухгалтера-ревизора II категории не менее лет  Назначение на должность бухгалтера-ревизора и освобождение от нее производится приказом директора предприятия по представлению главного бухгалтера.  Бухгалтер-ревизор должен знать:  Законодательные акты, постановления, распоряжения, приказы, другие руководящие, методические и нормативные материалы по организации бухгалтерского учета и составления отчетности.  Формы и методы бухгалтерского учета и анализа хозяйственной деятельности на предприятии.  Порядок проведения документальных ревизий и проверок правильности ведения бухгалтерского учета имущества, обязательств и хозяйственных операций.  Организацию документооборота и порядок документального оформления и отражения на счетах бухгалтерского учета операций, связанных с движением основных средств, товарно-материальных ценностей и денежных средств.  План и корреспонденцию счетов.  Финансовое и хозяйственное законодательство.    Основы экономики, организации производства, труда и управления, основы организации механизированной обработки экономической информации.  Рыночные методы хозяйствования. . Правила эксплуатации вычислительной техники.  Законодательство о труде. . Правила внутреннего трудового распорядка. . Правила и нормы охраны труда. .   Бухгалтер-ревизор в своей работе руководствуется:  Положением о бухгалтерии организации.  Настоящей должностной инструкцией.;0.9
685;025.rtf;position;БУХГАЛТЕР;0.05
686;025.rtf;common;"- бухгалтера назначается лицо назначается лицо имеющее среднее профессиональное (экономическое) образование без предъявления требований к стажу работы или специальную подготовку по установленной программе и стаж работы по учету и контролю не менее лет;";0.01
687;025.rtf;common;"- бухгалтера II категории - лицо, имеющее высшее профессиональное (экономическое) образование без предъявления требований к стажу работы или среднее профессиональное (экономическое) образование и стаж работы в должности бухгалтера не менее лет;";0.01
688;025.rtf;common;- бухгалтера I категории - лицо, имеющее высшее профессиональное (экономическое) образование и стаж работы в ложности бухгалтера II категории не менее лет  Назначение на должность бухгалтера и освобождение от нее производится приказом директора предприятия по представлению главного бухгалтера.  Бухгалтер должен знать:  Законодательные акты, постановления, распоряжения, приказы, другие руководящие, методические и нормативные материалы по организации бухгалтерского учета имущества, обязательств и хозяйственных операций и составлению отчетности.  Формы и методы бухгалтерского учета на предприятии.  План и корреспонденцию счетов.  Организацию документооборота по участкам бухгалтерского учета.  Порядок документального оформления и отражения на счетах бухгалтерского учета операций, связанных с движением основных средств, товарно-материальных ценностей и денежных средств.  Методы экономического анализа хозяйственно-финансовой деятельности предприятия.;0.57
689;025.rtf;common;Правила эксплуатации вычислительной техники  Основы экономики, организации труда и управления. . Рыночные методы хозяйствования. . Законодательство о труде. . Правила внутреннего трудового распорядка. . Правила и нормы охраны труда. .   Бухгалтер в своей работе руководствуется:  Положением о бухгалтерии организации.  Настоящей должностной инструкцией.;0.21
690;026.rtf;position;ведущий НАУЧНЫЙ СОТРУДНИК;0.05
691;026.rtf;common;На должность ведущего научного сотрудника назначается лицо, имеющее ученую степень доктора или кандидата наук, научные труды или авторские свидетельства на изобретения, а также реализованные на практике крупные проекты и разработки;0.01
692;026.rtf;common;Назначение на должность и освобождение от нее производится приказом;0.02
693;026.rtf;common;директора организации по представлению;0.02
694;026.rtf;common;Ведущий научный сотрудник должен знать:;0.85
695;026.rtf;common;Научные проблемы по соответствующей области знаний, науки и техники, направления развития отрасли экономики, руководящие материалы вышестоящих и других органов, отечественные и зарубежные достижения по этим вопросам;0.02
696;026.rtf;common;Новейшие методы, средства и практику планирования, организации, проведения и внедрения научных исследований и разработок (оценки, патентно-информационного обеспечения, выпуска научно-технической документации и тп.).;0.04
697;026.rtf;common;Формы экономического стимулирования и материального поощрения работников;0.02
698;026.rtf;common;Действующее законодательство;0.02
699;026.rtf;common;Организацию производства, труда и управления;0.02
700;026.rtf;common;Правила и нормы охраны труда;0.02
701;026.rtf;common;Ведущий научный сотрудник подчиняется непосредственно;0.1
702;026.rtf;tasks;Ведущий научный сотрудник:;0.71
703;026.rtf;tasks;Осуществляет научное  руководство проведением исследований по отдельным проблемам (темам, заданиям) науки и техники и возглавляет группу занятых ими работников или является ответственным исполнителем отдельных заданий научно- технических программ;0.87
704;026.rtf;tasks;Разрабатывает научно- технические решения по наиболее сложным проблемам, методы проведения исследований и разработок, выбирает необходимые для этого средства;0.8
705;026.rtf;tasks;Обосновывает направления новых исследований и разработок и методы их выполнения, вносит предложения для включения в планы научно-исследовательских работ;0.77
706;026.rtf;tasks;Организует составление программы работ, координирует деятельность соисполнителей при совместном их выполнении с другими учреждениями (организациями), обобщает полученные результаты;0.83
707;026.rtf;tasks;Определяет сферу применения  результатов научных исследований и разработок и организует практическую реализацию этих результатов;0.88
708;026.rtf;tasks;Осуществляет подготовку научных кадров и участвует  в повышении квалификации;0.92
709;026.rtf;rights;Ведущий научный сотрудник вправе:;0.79
710;026.rtf;rights;Знакомиться с проектами решений руководства организации, касающихся его деятельности;0.05
711;026.rtf;rights;"По вопросам, находящимся в его компетенции вносить на рассмотрение руководства организации предложения по улучшению деятельности организации и совершенствованию методов работы; замечания по деятельности сотрудников организации; варианты устранения имеющихся в деятельности организации недостатков";0.05
712;026.rtf;rights;Запрашивать лично или по поручению руководства организации от руководителей подразделений и специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;0.02
713;026.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя);0.02
714;026.rtf;rights;Требовать от руководства организации оказания содействия в исполнении им его должностных обязанностей и прав;0.02
715;026.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации;0.01
716;026.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;0.03
717;026.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;0.03
718;027.rtf;position;ведущий СПЕЦИАЛИСТ БАНКА;0.06
719;027.rtf;common;"Ведущий специалист банка назначается на должность и освобождается от нее  приказом по представлению(руководителя структурного подразделения; иного";0.02
720;027.rtf;common;"должностного лица)  На должность ведущего специалиста банка назначается лицо, имеющее высшее профессиональное образование по профилю работы со специализацией по конкретному направлению деятельности структурного подразделения, стаж финансово-банковской или аналогичной работы не менее лет  Ведущий специалист банка должен знать:  Законы, иные нормативные правовые акты Российской Федерации, относящиеся к деятельности банка.  Приказы, ведомственные инструкции и нормативные документы, касающиеся деятельности структурного подразделения.  Основы экономики.  Перспективы развития финансово-банковской системы и стратегические направления деятельности банка.  Основы научной организации труда.  Правила и нормы охраны труда, техники безопасности и противопожарной защиты.   Ведущий специалист банка подчиняется непосредственно (руководителю структурного подразделения; иному должностному лицу)  На время отсутствия ведущего специалиста банка (командировка, отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное в установленном порядке.";0.98
721;028.rtf;position;ВЕТЕРИНАРНЫЙ ФЕЛЬДШЕРА;0.05
722;028.rtf;common;Ветеринарный фельдшер относится к категории специалистов;0.02
723;028.rtf;common;На должность ветеринарного фельдшера назначается лицо, имеющее среднее;0.01
724;028.rtf;common;ветеринарное образование(без предъявления требований к;0.02
725;028.rtf;common;"стажу работы;стаж работы по профилю (в должности зоотехника) не менее лет)";0.02
726;028.rtf;common;Назначение на должность ветеринарного фельдшера и освобождение от нее;0.02
727;028.rtf;common;производится приказом директора организации по представлению;0.02
728;028.rtf;common;Ветеринарный фельдшер должен знать:;0.85
729;028.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся вопросов сельскохозяйственного производства и производственно-хозяйственной деятельности отделения (фермы, сельскохозяйственного участка);0.02
730;028.rtf;common;Причины, механизмы развития, клинические проявления, методы диагностики, осложнения, принципы лечения и профилактики болезней животных;0.02
731;028.rtf;common;Правила техники безопасности при работе с медицинскими инструментами и оборудованием;0.02
732;028.rtf;common;Основы экономики, организации производства, труда и управления, системы оплаты труда, материального и морального стимулирования, методы нормирования труда;0.01
733;028.rtf;common;Законодательство о труде;0.02
734;028.rtf;common;Основы экономики, организации труда, сельскохозяйственного производства и управления;0.02
735;028.rtf;common;Правила внутреннего трудового распорядка;0.02
736;028.rtf;common;Правила охраны труда, техники безопасности, производственной санитарии и противопожарной защиты;0.02
737;028.rtf;common;Ветеринарный фельдшер подчиняется непосредственно;0.1
738;028.rtf;common;"(зоотехнику; ветеринарному врачу)";0.02
739;028.rtf;tasks;Ветеринарный фельдшер:;0.71
740;028.rtf;tasks;Под руководством ветеринарного врача, зоотехника оказывает лечебную и профилактическую помощь животным, проводит осмотры;0.9
741;028.rtf;tasks;Осуществляет подготовку инструменты и материалы, используемые для лечения животных, обеспечивает содержание их в надлежащем состоянии;0.92
742;028.rtf;tasks;Консультирует по вопросам лечения животных, профилактики их заболеваний, санитарным нормам их содержания;0.76
743;028.rtf;tasks;Осуществляет контроль за санитарным состоянием помещений, кормов и оборудования, проведением их санитарной обработки;0.91
744;028.rtf;tasks;Организует подготовку животных к осмотру и лечению;0.9
745;028.rtf;tasks;Осуществляет обслуживание животных, находящихся на карантине, в изоляторе, на стационарном лечении;0.86
746;028.rtf;tasks;Выполняет технические обязанности по искусственному осеменению животных;0.86
747;028.rtf;tasks;Руководит работниками;0.82
748;028.rtf;rights;Ветеринарный фельдшер вправе:;0.79
749;028.rtf;rights;Знакомиться с проектами решений руководства организации, касающихся его деятельности;0.05
750;028.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями;0.03
751;028.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе осуществления должностных обязанностей недостатках в деятельности предприятия (его структурных подразделениях) и вносить предложения по их устранению;0.01
752;028.rtf;rights;Запрашивать лично или по поручению руководства организации от подразделений организации и иных специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;0.02
753;028.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя организации);0.02
754;028.rtf;rights;Требовать от руководства организации оказания содействия в исполнении им его должностных обязанностей и прав;0.02
755;028.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации;0.01
756;028.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;0.03
757;028.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;0.03
758;029.rtf;position;ВЕТЕРИНАРНЫЙ ВРАЧА;0.05
759;029.rtf;common;Ветеринарный врач относится к категории специалистов;0.02
760;029.rtf;common;На должность ветеринарного врача назначается лицо, имеющее высшее профессиональное (ветеринарное) образование и стаж работы по профилю не менее лет;0.01
761;029.rtf;common;Назначение на должность ветеринарного врача и освобождение от нее;0.02
762;029.rtf;common;"производится приказом(заведующего ветеринарной клиникой; иного";0.05
763;029.rtf;common;руководителя;0.02
764;029.rtf;common;Ветеринарный врач должен знать:;0.85
765;029.rtf;common;Конституцию Российской Федерации;0.02
766;029.rtf;common;"Закон РФ от  № -I ""О ветеринарии"", Закон РФ от . № - I ""О защите прав потребителей"", иные законы; Правила оказания платных ветеринарных услуг, Положение о лицензировании ветеринарной деятельности и иные нормативные правовые акты по вопросам осуществления ветеринарной деятельности.";0.03
767;029.rtf;common;Порядок осмотра животных;0.02
768;029.rtf;common;Причины, механизмы развития, клинические проявления, методы диагностики, осложнения, принципы лечения и профилактики болезней животных;0.02
769;029.rtf;common;Список ветеринарных препаратов и средств по уходу за животными, прошедших регистрацию в Департаменте ветеринарии и процедуры стандартизации и сертификации ветеринарных препаратов и разрешенных к использованию на территории Российской Федерации;0.01
770;029.rtf;common;Правила техники безопасности при работе с медицинскими инструментами и оборудованием;0.02
771;029.rtf;common;Основы экономики, организации производства, труда и управления, системы оплаты труда, материального и морального стимулирования, методы нормирования труда;0.01
772;029.rtf;common;Законодательство о труде и охране труда Российской Федерации;0.01
773;029.rtf;common;Правила внутреннего трудового распорядка;0.02
774;029.rtf;common;Правила охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;0.02
775;029.rtf;common;Ветеринарный врач подчиняется непосредственно (заведующему;0.18
776;029.rtf;common;"ветеринарной клиникой; иному должностному лицу)";0.01
777;029.rtf;common;"На время отсутствия ветеринарного врача (отпуск, болезнь, пр) его обязанности исполняет лицо, назначенное в установленном порядке.ветеринарной клиникой; иному должностному лицу)";0.67
