;filename;section;text;light
1974;093.rtf;tasks;Обеспечивает контроль за:;0.92
1975;093.rtf;tasks;Своевременностью выдачи проектно-сметной и другой технической документации для производства строительных работ.;0.75
1976;093.rtf;tasks;Целевым использованием инвестиционных средств.;0.78
1977;093.rtf;tasks;Соблюдением установленных норм продолжительности строительства и сроков ввода в действие производственных мощностей и основных фондов.;0.85
1978;093.rtf;tasks;Своевременностью выполнения заданий по капитальному строительству.;0.74
1979;093.rtf;tasks;Соблюдением требований законодательства об охране окружающей среды.;0.85
1980;093.rtf;tasks;Обеспечивает технический надзор и контроль:;0.92
1981;093.rtf;tasks;За сроками и качеством выполнения всех строительно-монтажных и других строительных работ.;0.75
1982;093.rtf;tasks;За соответствием строительно-монтажных работ утвержденной проектно-сметной документации, строительным нормам и правилам, стандартам и техническим условиям, нормам техники безопасности, производственной санитарии и противопожарной защиты, требованиям организации труда.;0.77
1983;093.rtf;tasks;Согласовывает с органами, осуществляющими технический надзор, вопросы, связанные с установкой, испытанием и регистрацией оборудования на строительных площадках.;0.88
1984;093.rtf;tasks;Контролирует расходование средств, выделенных на приобретение оборудования в соответствии с титульным списком, соблюдение правил хранения и качество консервации неустановленного оборудования.;0.93
1985;093.rtf;tasks;Совместно с подрядными организациями проводит работу по сдаче, приемке и вводу в эксплуатацию объектов, законченных строительством.;0.81
1986;093.rtf;tasks;Содействует внедрению рационализаторских предложений и усовершенствований, удешевляющих стоимость и сокращающих сроки строительства, сокращению сроков окупаемости капитальных вложений (без снижения прочности конструкций и ухудшения качества строительных работ).;0.92
1987;093.rtf;tasks;Обеспечивает внедрение прогрессивных форм организации труда, целесообразное использование профессионально-квалификационного потенциала работников, занятых в подчиненных ему подразделениях.;0.9
1988;093.rtf;tasks;Организует работу по ведению учета и составлению отчетности по капитальному строительству.;0.93
1989;093.rtf;tasks;Руководит работой отдела (управления) капитального строительства и координирует деятельность подчиненных ему подразделений.;0.79
1990;093.rtf;rights;Заместитель директора по капитальному строительству имеет право:;0.89
1991;093.rtf;rights;Действовать от имени предприятия, представлять интересы предприятия во взаимоотношениях с иными структурными подразделениями предприятия, организациями и органами государственной власти по вопросам капитального строительства;0.03
1992;093.rtf;rights;Запрашивать и получать от руководителей структурных подразделений предприятия и специалистов необходимую информацию;0.03
1993;093.rtf;rights;Проверять деятельность подчиненных ему структурных подразделений предприятия;0.03
1994;093.rtf;rights;Давать руководителям структурных подразделений предприятия указания, по вопросам капитального строительства;0.03
1995;093.rtf;rights;"В пределах своей компетенции подписывать и визировать документы; издавать за своей подписью распоряжения по предприятию по вопросам капитального строительства";0.03
1996;093.rtf;rights;Самостоятельно вести переписку со структурными подразделениями предприятия а также иными организациями по вопросам, входящим в его компетенцию;0.04
1997;093.rtf;rights;Вносить предложения директору предприятия о привлечении к материальной и дисциплинарной ответственности должностных лиц по результатам проверок;0.02
1998;093.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации;0.02
1999;093.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;0.04
2000;093.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;0.04
2001;094.rtf;common;Заместитель директора по коммерческим вопросам относится к категории руководителей;0.04
2002;094.rtf;common;На должность заместителя директора по коммерческим вопросам назначается лицо, имеющее высшее профессиональное (экономическое или инженерно-экономическое) образование и стаж экономической работы на руководящих должностях не менее лет;0.03
2003;094.rtf;common;Назначение на должность заместителя директора по коммерческим вопросам и освобождение от нее производится приказом директора предприятия;0.03
2004;094.rtf;common;Заместитель директора по коммерческим вопросам должен знать:;0.87
2005;094.rtf;common;Законодательные и нормативные правовые акты, определяющие направления развития соответствующей отрасли производства и финансово-экономической деятельности предприятия;0.02
2006;094.rtf;common;Профиль, специализацию, особенности структуры предприятия;0.02
2007;094.rtf;common;Перспективы технического и финансово-экономического положения предприятия;0.02
2008;094.rtf;common;Производственные мощности предприятия;0.02
2009;094.rtf;common;Основы технологии производства продукции предприятия;0.02
2010;094.rtf;common;Порядок разработки и утверждения планов производственно-хозяйственной и финансово-экономической деятельности предприятия;0.03
2011;094.rtf;common;Рыночные методы хозяйствования и финансового менеджмента предприятия;0.01
2012;094.rtf;common;Порядок ведения учета и составления отчетов о хозяйственно- финансовой деятельности предприятия;0.02
2013;094.rtf;common;Организацию погрузочно-разгрузочных работ;0.02
2014;094.rtf;common;Порядок разработки нормативов оборотных средств, норм расхода и запасов товарно-материальных ценностей.;0.03
2015;094.rtf;common;Порядок заключения и исполнения хозяйственных и финансовых договоров.;0.02
2016;094.rtf;common;Экономику, организацию производства, труда и управления.;0.01
2017;094.rtf;common;Правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;0.02
2018;094.rtf;common;Заместитель директора по коммерческим вопросам подчиняется непосредственно директору предприятия;0.85
2019;094.rtf;tasks;Заместитель директора по коммерческим вопросам:;0.81
2020;094.rtf;tasks;Осуществляет руководство финансово-хозяйственной деятельностью предприятия в области материально-технического обеспечения, заготовки и хранения сырья, сбыта продукции на рынке и по договорам поставки, транспортного и административно-хозяйственного обслуживания, обеспечивая эффективное и целевое использование материальных и финансовых ресурсов, снижение их потерь, ускорение оборачиваемости оборотных средств;0.97
2021;094.rtf;tasks;Организует участие подчиненных ему служб и структурных подразделений:;0.86
2022;094.rtf;tasks;В составлении перспективных и текущих планов производства и реализации продукции;0.86
2023;094.rtf;tasks;В определении долговременной стратегии коммерческой деятельности и финансовых планов предприятия;0.79
2024;094.rtf;tasks;В разработке стандартов по материально-техническому обеспечению качества продукции, организации хранения и транспортирования сырья, сбыту готовой продукции;0.76
2025;094.rtf;tasks;Принимает меры по своевременному заключению хозяйственных и финансовых договоров с поставщиками и потребителями сырья и продукции, расширению прямых и длительных хозяйственных связей, обеспечивает выполнение договорных обязательств по поставкам продукции (по количеству, номенклатуре, ассортименту, качеству, срокам и другим условиям поставок);0.88
2026;094.rtf;tasks;Осуществляет контроль за:;0.89
2027;094.rtf;tasks;Реализацией продукции;0.78
2028;094.rtf;tasks;Материально-техническим обеспечением предприятия;0.77
2029;094.rtf;tasks;Финансовыми и экономическим показателями деятельности предприятия;0.79
2030;094.rtf;tasks;Расходованием оборотных средств и целевым использованием банковского кредита;0.67
2031;094.rtf;tasks;Прекращением производства продукции, не имеющий сбыта;0.74
2032;094.rtf;tasks;Обеспечивает своевременную выплату заработной платы рабочим и служащим;0.91
2033;094.rtf;tasks;Руководит разработкой мер по:;0.83
2034;094.rtf;tasks;Ресурсосбережению и комплексному использованию материальных ресурсов;0.74
2035;094.rtf;tasks;Совершенствованию нормирования расхода сырья, материалов, оборотных средств и запасов материальных ценностей;0.78
2036;094.rtf;tasks;Улучшению экономических показателей и формированию системы экономических индикаторов работы предприятия;0.78
2037;094.rtf;tasks;Повышению эффективности производства;0.77
2038;094.rtf;tasks;Укреплению финансовой дисциплины;0.69
2039;094.rtf;tasks;Предупреждению образования и ликвидации сверхнормативных запасов товарно-материальных ценностей, а также перерасхода материальных ресурсов;0.73
2040;094.rtf;tasks;Участвует от имени предприятия в ярмарках, торгах, на выставках, биржах по рекламированию и реализации выпускаемой продукции;0.83
2041;094.rtf;tasks;Контролирует соблюдение дисциплины при выполнении заданий и обязательств по поставкам продукции и их соответствие хозяйственным договорам, изучает рыночную конъюнктуру на выпускаемые предприятием изделия;0.96
2042;094.rtf;tasks;Организует работу складского хозяйства, создает условия для надлежащего хранения и сохранности материальных ресурсов и готовой продукции;0.9
2043;094.rtf;tasks;Обеспечивает рациональное использование всех видов транспорта, совершенствование погрузочно-разгрузочных работ, принимает меры к максимальному оснащению этой службы необходимыми механизмами и приспособлениями.;0.87
2044;094.rtf;tasks;Организует работу по использованию и реализации вторичных ресурсов и побочных продуктов.;0.86
2045;094.rtf;tasks;Обеспечивает своевременное составление сметно-финансовых и других документов, расчетов, установленной отчетности о выполнении планов по сбыту готовой продукции, финансовой деятельности, материально-технического снабжения и работы транспорта.;0.93
2046;094.rtf;tasks;Координирует работу подчиненных ему служб и подразделений.;0.77
2047;094.rtf;tasks;На время отсутствия директора предприятия (командировка, отпуск, болезнь, пр.) приобретаетего;0.94
2048;094.rtf;rights;Заместитель директора по коммерческим вопросам имеет право:;0.89
2049;094.rtf;rights;Действовать от имени предприятия, представлять интересы предприятия во взаимоотношениях с иными структурными подразделениями предприятия, организациями и органами государственной власти по коммерческим вопросам;0.03
2050;094.rtf;rights;Запрашивать и получать от руководителей структурных подразделений предприятия и специалистов необходимую информацию;0.03
2051;094.rtf;rights;Проверять деятельность снабженческо-сбытовых и иных подчиненных ему структурных подразделений предприятия;0.03
2052;094.rtf;rights;Участвовать в подготовке проектов приказов, инструкций, указаний, а также смет, договоров и других документов, связанных с финансово-хозяйственной деятельностью предприятия;0.06
2053;094.rtf;rights;Давать руководителям структурных подразделений предприятия указания, по коммерческим вопросам;0.03
2054;094.rtf;rights;"В пределах своей компетенции подписывать и визировать документы; издавать за своей подписью распоряжения по предприятию по коммерческим вопросам";0.03
2055;094.rtf;rights;Самостоятельно вести переписку со структурными подразделениями предприятия а также иными организациями по вопросам, входящим в его компетенцию;0.04
2056;094.rtf;rights;Вносить предложения директору предприятия о привлечении к материальной и дисциплинарной ответственности должностных лиц по результатам проверок;0.02
2057;094.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации;0.02
2058;094.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;0.04
2059;094.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;0.04
2060;095.rtf;common;Заместитель директора по управлению персоналом относится к категории руководителей;0.03
2061;095.rtf;common;На должность заместителя директора по управлению персоналом назначается лицо, имеющее высшее профессиональное образование и стаж работы по специальности на руководящих и других должностях по управлению персоналом не менее лет;0.02
2062;095.rtf;common;Назначение на должность заместителя директора по управлению персоналом и освобождение от нее производится приказом директора предприятия;0.03
2063;095.rtf;common;Заместитель директора по управлению персоналом должен знать:;0.86
2064;095.rtf;common;Законодательные и нормативные правовые акты, методические материалы, касающиеся вопросов труда и социального развития;0.02
2065;095.rtf;common;Цели, стратегию развития и бизнес-план предприятия;0.03
2066;095.rtf;common;Методику планирования и прогнозирования потребности в персонале;0.02
2067;095.rtf;common;Методы анализа количественного и качественного состава работающих;0.03
2068;095.rtf;common;Систему стандартов по труду, трудовых и социальных нормативов;0.02
2069;095.rtf;common;Порядок заключения трудовых договоров, тарифных соглашений и регулирования трудовых споров;0.03
2070;095.rtf;common;Трудовое законодательство;0.03
2071;095.rtf;common;Экономику, социологию и психологию труда;0.01
2072;095.rtf;common;Современные теории управления персоналом и его мотивации;0.03
2073;095.rtf;common;Формы и системы оплаты труда, его стимулирования.;0.02
2074;095.rtf;common;Методы оценки работников и результатов их труда.;0.02
2075;095.rtf;common;Передовые технологии кадровой работы.;0.02
2076;095.rtf;common;Стандарты и унифицированные формы кадровой документации.;0.03
2077;095.rtf;common;Основы технологии производства.;0.03
2078;095.rtf;common;Экономику и организацию производства.;0.02
2079;095.rtf;common;Средства вычислительной техники, коммуникаций и связи.;0.03
2080;095.rtf;common;Правила и нормы охраны труда.;0.02
2081;095.rtf;common;Заместитель директора по управлению персоналом подчиняется непосредственно директору предприятия;0.75
2082;095.rtf;tasks;Заместитель директора по управлению персоналом:;0.79
2083;095.rtf;tasks;Организует управление формированием, использованием и развитием персонала предприятия на основе максимальной реализации трудового потенциала каждого работника;0.84
2084;095.rtf;tasks;Возглавляет работу по формированию кадровой политики, определению ее основных направлений в соответствии со стратегией развития предприятий и мер по ее реализации;0.84
2085;095.rtf;tasks;Принимает участие в разработке бизнес-планов предприятия в части обеспечения его трудовыми ресурсами;0.79
2086;095.rtf;tasks;Организует проведение исследований, разработку и реализацию комплекса планов и программ по работе с персоналом с целью привлечения и закрепления на предприятии работников требуемых специальностей и квалификации на основе применения научных методов прогнозирования и планирования потребности в кадрах, с учетом обеспечения сбалансированности развития производственной и социальной сферы, рационального использования кадрового потенциала с учетом перспектив его развития и расширения самостоятельности в новых экономических условиях;0.94
2087;095.rtf;tasks;Проводит работу по формированию и подготовке резерва кадров для выдвижения на руководящие должности на основе политики планирования карьеры, создания системы непрерывной подготовки персонала;0.83
2088;095.rtf;tasks;Организует и координирует разработку комплекса мер по повышению трудовой мотивации работников всех категорий на основе реализации гибкой политики материального стимулирования, улучшения условий труда, повышения его содержательности и престижности, рационализации структур и штатов, укрепления дисциплины труда;0.9
2089;095.rtf;tasks;Определяет направления работы по управлению социальными процессами на предприятии, созданию благоприятного социально-психологического климата в коллективе, стимулированию и развитию форм участия работников в управлении производством, созданию социальных гарантий, условий для утверждения здорового образа жизни, повышения содержательности использования свободного времени трудящихся в целях повышения их трудовой отдачи;0.93
2090;095.rtf;tasks;Обеспечивает организацию и координацию проведения исследований по созданию нормативно-методической базы управления персоналом, изучению и обобщению передового опыта в области нормирования и организации труда, оценки персонала, профотбора и профориентации, внедрение методических и нормативных разработок в практику;0.92
2091;095.rtf;tasks;Контролирует соблюдение норм трудового законодательства в работе с персоналом;0.91
2092;095.rtf;tasks;Консультирует вышестоящее руководство, а также руководителей подразделений по всем вопросам, связанным с персоналом.;0.75
2093;095.rtf;tasks;Обеспечивает периодическую подготовку и своевременное предоставление аналитических материалов по социальным и кадровым вопросам на предприятии, составление прогнозов развития персонала, выявление возникающих проблем и подготовку возможных вариантов их решения.;0.92
2094;095.rtf;tasks;Обеспечивает постоянное совершенствование процессов управления персоналом предприятия на основе внедрения социально-экономических и социально-психологических методов управления, передовых технологий кадровой работы, создания и ведения банка данных персонала, стандартизации и унификации кадровой документации, применения средств вычислительной техники, коммуникаций и связи. осуществляет методическое руководство и координацию деятельности структурных подразделений предприятия, обеспечивающих управление персоналом.;0.97
2095;095.rtf;tasks;Организует проведение необходимого учета и составления отчетности.;0.92
2096;095.rtf;rights;Заместитель директора по управлению персоналом имеет право:;0.88
2097;095.rtf;rights;Действовать от имени предприятия, представлять интересы предприятия во взаимоотношениях с иными структурными подразделениями предприятия, организациями и органами государственной власти по вопросам формирования, использования и развития персонала предприятия;0.03
2098;095.rtf;rights;Запрашивать и получать от руководителей структурных подразделений предприятия и специалистов необходимую информацию;0.03
2099;095.rtf;rights;Участвовать в подготовке проектов приказов, указаний, положений, инструкций и других документов, связанных с вопросами формирования, использования и развития персонала предприятия;0.04
2100;095.rtf;rights;Давать руководителям структурных подразделений предприятия указания, по вопросам, связанным с персоналом;0.03
2101;095.rtf;rights;Самостоятельно вести переписку со структурными подразделениями предприятия а также иными организациями по вопросам, входящим в его компетенцию;0.04
2102;095.rtf;rights;Вносить предложения директору предприятия о привлечении к материальной и дисциплинарной ответственности должностных лиц по результатам проверок;0.02
2103;095.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации;0.02
2104;095.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации;0.04
2105;095.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации;0.04
2106;096.rtf;common;Назначение на должность заместителя начальника отдела материально-технического снабжения по планированию и освобождение от нее производится приказом директора предприятия по представлению начальника отдела материально-технического снабжения  Заместитель начальника отдела материально-технического снабжения по планированию должен знать:  Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся деятельности отдела.;0.85
2107;097.rtf;common;Заместитель руководителя учреждения образования относится к категории руководителей;0.03
2108;097.rtf;common;На должность заместителя руководителя учреждения образования назначается лицо, имеющее высшее профессиональное образование и стаж работы не менее лет на педагогических или руководящих должностях;0.02
2109;097.rtf;common;Назначение на должность и освобождение от нее производится приказом;0.03
2110;097.rtf;common;руководителя учреждения по представлению;0.03
2111;097.rtf;common;Заместитель руководителя учреждения образования должен знать:;0.84
2112;097.rtf;common;Конституцию Российской Федерации;0.03
2113;097.rtf;common;Законы РФ, постановления и решения Правительства РФ и органов управления образованием по вопросам образования и воспитания обучающихся (воспитанников);0.02
2114;097.rtf;rights;Педагогику, педагогическую психологию, достижения современной психолого-педагогической науки и практики;0.05
2115;097.rtf;rights;Основы физиологии, гигиены;0.05
2116;097.rtf;rights;Теорию и методы управления образовательными системами;0.06
2117;097.rtf;rights;Организацию финансово-хозяйственной деятельности учреждения;0.05
2118;097.rtf;rights;Административное, трудовое и хозяйственное законодательство;0.04
2119;097.rtf;rights;Правила и нормы охраны труда, техники безопасности и противопожарной защиты.;0.03
2120;097.rtf;rights;Заместитель руководителя учреждения образования подчиняется непосредственно руководителю;0.49
2121;097.rtf;rights;Заместитель руководителя учреждения образования имеет право:;0.85
2122;097.rtf;rights;"Вносить на рассмотрение руководителя учреждения образования предложения по улучшению деятельности учреждения и совершенствованию методов работы; замечания по деятельности отдельных работников учреждения; варианты устранения имеющихся в деятельности учреждения недостатков";0.03
2123;097.rtf;rights;Участвовать в обсуждении вопросов, касающихся исполняемых им обязанностей;0.05
2124;097.rtf;rights;Осуществлять взаимодействие с сотрудниками всех (отдельных) структурных подразделений учреждения;0.1
2125;097.rtf;rights;Запрашивать лично или по поручению руководителя учреждения образования от руководителей структурных подразделений и отдельных специалистов информацию и документы, необходимые для выполнения его должностных обязанностей;0.01
2126;097.rtf;rights;Подписывать и визировать документы в пределах своей компетенции;0.04
2127;097.rtf;rights;"Вносить на рассмотрение руководителя учреждения представления о назначении, перемещении и увольнении работников учреждения образования; предложения об их поощрении или о наложении на них взысканий";0.03
2128;097.rtf;rights;Требовать от руководителя учреждения образования оказания содействия в исполнении сотрудником его должностных обязанностей и прав;0.02
2129;097.rtf;tasks;Заместитель руководителя учреждения образования:;0.76
2130;097.rtf;tasks;Организует текущее и перспективное планирования деятельности педагогического коллектива;0.91
2131;097.rtf;tasks;Координирует работу преподавателей, воспитателей, мастеров производственного обучения и других педагогических работников по выполнению учебных планов и программ, а также разработку необходимой учебно-методической документации;0.9
2132;097.rtf;tasks;Руководит профессиональным обучением и планирует эту работу;0.79
2133;097.rtf;tasks;Осуществляет контроль за качеством образовательного и воспитательного процессов и объективностью оценки результатов образовательной подготовки обучающихся (воспитанников), работой кружков и факультативов;0.87
2134;097.rtf;tasks;Организует работу по подготовке и проведению экзаменов;0.88
2135;097.rtf;tasks;Координирует взаимодействие между представителями педагогической науки и практики;0.8
2136;097.rtf;tasks;Организует просветительскую работу для родителей;0.96
2137;097.rtf;tasks;Оказывает помощь педагогическим работникам в освоении и разработке инновационных программ и технологий;0.85
2138;097.rtf;tasks;Организует учебно-воспитательную (методическую, культурно-массовую, внеклассную) работу;0.88
2139;097.rtf;tasks;Осуществляет контроль за учебной нагрузкой обучающихся (воспитанников).;0.89
2140;097.rtf;tasks;Составляет расписание учебных занятий и других видов учебной и воспитательной (в том числе культурно-досуговой) деятельности.;0.73
2141;097.rtf;tasks;Обеспечивает своевременное составление установленной отчетной документации.;0.92
2142;097.rtf;tasks;Оказывает помощь коллективам обучающихся (воспитанников) в проведении культурно-просветительных и оздоровительных мероприятий.;0.86
2143;097.rtf;tasks;Осуществляет комплектование и принимает меры по сохранению контингента обучающихся (воспитанников) в кружках и т.п.;0.92
2144;097.rtf;tasks;Участвует в подборе и расстановке педагогических кадров, организует повышение их квалификации и профессионального мастерства.;0.91
2145;097.rtf;tasks;Вносит предложения по совершенствованию образовательного процесса.;0.66
2146;097.rtf;tasks;Принимает участие в подготовке и проведении аттестации педагогических и других работников учреждения.;0.76
2147;097.rtf;tasks;Принимает меры по оснащению мастерских, учебных лабораторий и кабинетов современным оборудованием, наглядными пособиями и техническими средствами обучения, пополнению библиотек и методических кабинетов учебно-методической и художественной литературой, журналами и газетами.;0.87
2148;097.rtf;tasks;Осуществляет контроль за состоянием медицинского обслуживания обучающихся (воспитанников), жилищно-бытовых условий в общежитиях.;0.93
2149;097.rtf;tasks;На время отсутствия руководителя учреждения образования (командировка,   отпуск, болезнь, пр.) исполняет его обязанности по вопросам;0.95
